"","fullname","family","order","full_clements","IOC_seq","family_clements","order_clements"
"7024","Chalcopsitta sintillata NA","Loriidae","Psittaciformes","Chalcopsitta scintillata NA",13980,"Psittaculidae","PSITTACIFORMES"
"7025","Pionopsitta pyrilia NA","Psittacidae","Psittaciformes","Pyrilia pyrilia NA",13155,"Psittacidae","PSITTACIFORMES"
"7026","Branta bernicla hrota","Anatidae","Anseriformes","Branta bernicla hrota",247,"Anatidae","ANSERIFORMES"
"7027","Somateria mollissima v-nigra","Anatidae","Anseriformes","Somateria mollissima v-nigrum",502,"Anatidae","ANSERIFORMES"
"7028","Collocalia whiteheadi whiteheadi","Apodidae","Apodiformes","Aerodramus whiteheadi whiteheadi",2388,"Apodidae","APODIFORMES"
"7029","Hemiprocne comata major","Hemiprocnidae","Apodiformes","Hemiprocne comata major",2253,"Hemiprocnidae","APODIFORMES"
"7030","Lamprolaima rhami rhami","Trochilidae","Apodiformes","Lamprolaima rhami NA",3262,"Trochilidae","APODIFORMES"
"7031","Phaethornis superciliosus baroni","Trochilidae","Apodiformes","Phaethornis longirostris baroni",2776,"Trochilidae","APODIFORMES"
"7032","Metallura tyrianthina quitensis","Trochilidae","Apodiformes","Metallura tyrianthina quitensis",3020,"Trochilidae","APODIFORMES"
"7033","Hylocharis cyanus NA","Trochilidae","Apodiformes","Chlorestes cyanus NA",3704,"Trochilidae","APODIFORMES"
"7034","Thalurania furcata verticeps","Trochilidae","Apodiformes","Thalurania colombica verticeps",3471,"Trochilidae","APODIFORMES"
"7035","Thalurania furcata townsendi","Trochilidae","Apodiformes","Thalurania colombica townsendi",3463,"Trochilidae","APODIFORMES"
"7036","Schistes geoffroyi albogularis","Trochilidae","Apodiformes","Schistes albogularis NA",2797,"Trochilidae","APODIFORMES"
"7037","Polytmus guainumbi doctus","Trochilidae","Apodiformes","Polytmus guainumbi andinus",2829,"Trochilidae","APODIFORMES"
"7038","Chlorestes notatus NA","Trochilidae","Apodiformes","Chlorestes notata NA",3715,"Trochilidae","APODIFORMES"
"7039","Campylopterus curvipennis curvipennis","Trochilidae","Apodiformes","Pampa curvipennis curvipennis",3404,"Trochilidae","APODIFORMES"
"7040","Chlorostilbon canivetii nitens","Trochilidae","Apodiformes","Chlorostilbon gibsoni nitens",3369,"Trochilidae","APODIFORMES"
"7041","Amazilia leucogaster NA","Trochilidae","Apodiformes","Chrysuronia leucogaster NA",3665,"Trochilidae","APODIFORMES"
"7042","Heliomaster longirostris pallidiceps","Trochilidae","Apodiformes","Heliomaster longirostris pallidiceps",3223,"Trochilidae","APODIFORMES"
"7043","Eutoxeres aquila heterura","Trochilidae","Apodiformes","Eutoxeres aquila heterurus",2674,"Trochilidae","APODIFORMES"
"7044","Eutoxeres aquila munda","Trochilidae","Apodiformes","Eutoxeres aquila salvini",2673,"Trochilidae","APODIFORMES"
"7045","Eupetomena macroura NA","Trochilidae","Apodiformes","Eupetomena macroura NA",3525,"Trochilidae","APODIFORMES"
"7046","Damophila julie panamensis","Trochilidae","Apodiformes","Chlorestes julie panamensis",3712,"Trochilidae","APODIFORMES"
"7047","Podargus ocellatus ocellatus","Podargidae","Caprimulgiformes","Podargus ocellatus ocellatus",2167,"Podargidae","PODARGIFORMES"
"7048","Caprimulgus asiaticus asiaticus","Caprimulgidae","Caprimulgiformes","Caprimulgus asiaticus asiaticus",2080,"Caprimulgidae","CAPRIMULGIFORMES"
"7049","Caprimulgus cayennensis insularis","Caprimulgidae","Caprimulgiformes","Hydropsalis cayennensis insularis",1929,"Caprimulgidae","CAPRIMULGIFORMES"
"7050","Phalaenoptilus nuttallii hueyi","Caprimulgidae","Caprimulgiformes","Phalaenoptilus nuttallii hueyi",1960,"Caprimulgidae","CAPRIMULGIFORMES"
"7051","Eurostopodus macrotis macrotis","Caprimulgidae","Caprimulgiformes","Lyncornis macrotis macrotis",1824,"Caprimulgidae","CAPRIMULGIFORMES"
"7052","Chordeiles minor chapmani","Caprimulgidae","Caprimulgiformes","Chordeiles minor chapmani",1857,"Caprimulgidae","CAPRIMULGIFORMES"
"7053","Aegotheles insignis insignis","Aegothelidae","Caprimulgiformes","Aegotheles insignis NA",2214,"Aegothelidae","AEGOTHELIFORMES"
"7054","Charadrius dubius dubius","Charadriidae","Charadriiformes","Charadrius dubius dubius",6519,"Charadriidae","CHARADRIIFORMES"
"7055","Burhinus senegalensis senegalensis","Burhinidae","Charadriiformes","Burhinus senegalensis NA",6357,"Burhinidae","CHARADRIIFORMES"
"7056","Sterna anaethetus nelsoni","Laridae","Charadriiformes","Onychoprion anaethetus nelsoni",7118,"Laridae","CHARADRIIFORMES"
"7057","Ardea herodias fannini","Ardeidae","Ciconiiformes","Ardea herodias fannini",7995,"Ardeidae","PELECANIFORMES"
"7058","Colius striatus nigricollis","Coliidae","Coliiformes","Colius striatus nigricollis",9771,"Coliidae","COLIIFORMES"
"7059","Ptilinopus perlatus zonurus","Columbidae","Columbiformes","Ptilinopus perlatus zonurus",5331,"Columbidae","COLUMBIFORMES"
"7060","Macropygia amboinensis kerstingi","Columbidae","Columbiformes","Macropygia amboinensis cinereiceps",4703,"Columbidae","COLUMBIFORMES"
"7061","Reinwardtoena reinwardtsi griseotincta","Columbidae","Columbiformes","Reinwardtoena reinwardti griseotincta",4761,"Columbidae","COLUMBIFORMES"
"7062","Treron vernans vernans","Columbidae","Columbiformes","Treron vernans NA",5158,"Columbidae","COLUMBIFORMES"
"7063","Phapitreron leucotis leucotis","Columbidae","Columbiformes","Phapitreron leucotis leucotis",5133,"Columbidae","COLUMBIFORMES"
"7064","Leptotila rufaxilla dubusi","Columbidae","Columbiformes","Leptotila rufaxilla dubusi",4971,"Columbidae","COLUMBIFORMES"
"7065","Gallicolumba criniger criniger","Columbidae","Columbiformes","Gallicolumba crinigera crinigera",5078,"Columbidae","COLUMBIFORMES"
"7066","Gallicolumba beccarii beccarii","Columbidae","Columbiformes","Alopecoenas beccarii beccarii",5100,"Columbidae","COLUMBIFORMES"
"7067","Geopelia striata striata","Columbidae","Columbiformes","Geopelia striata NA",4850,"Columbidae","COLUMBIFORMES"
"7068","Gymnophaps albertisii albertisii","Columbidae","Columbiformes","Gymnophaps albertisii albertisii",5605,"Columbidae","COLUMBIFORMES"
"7069","Streptopelia bitorquata dusumieri","Columbidae","Columbiformes","Streptopelia dusumieri NA",4619,"Columbidae","COLUMBIFORMES"
"7070","Eumomota superciliosa apiaster","Momotidae","Coraciiformes","Eumomota superciliosa apiaster",10792,"Momotidae","CORACIIFORMES"
"7071","Momotus momota goldmani","Momotidae","Coraciiformes","Momotus lessonii goldmani",10746,"Momotidae","CORACIIFORMES"
"7072","Melidora macrorrhina macrorrhina","Alcedinidae","Coraciiformes","Melidora macrorrhina macrorrhina",10265,"Alcedinidae","CORACIIFORMES"
"7073","Halcyon smyrnensis gularis","Alcedinidae","Coraciiformes","Halcyon gularis NA",10367,"Alcedinidae","CORACIIFORMES"
"7074","Chloroceryle aenea stictoptera","Alcedinidae","Coraciiformes","Chloroceryle aenea stictoptera",10693,"Alcedinidae","CORACIIFORMES"
"7075","Ceyx argentatus argentatus","Alcedinidae","Coraciiformes","Ceyx argentatus NA",10665,"Alcedinidae","CORACIIFORMES"
"7076","Alcedo atthis pallasii","Alcedinidae","Coraciiformes","Alcedo atthis bengalensis",10598,"Alcedinidae","CORACIIFORMES"
"7077","Merops viridis americanus","Meropidae","Coraciiformes","Merops americanus NA",10864,"Meropidae","CORACIIFORMES"
"7078","Microdynamis parva parva","Cuculidae","Cuculiformes","Microdynamis parva parva",4160,"Cuculidae","CUCULIFORMES"
"7079","Piaya cayana stirtoni","Cuculidae","Cuculiformes","Piaya cayana thermophila",4095,"Cuculidae","CUCULIFORMES"
"7080","Surniculus lugubris velutinus","Cuculidae","Cuculiformes","Surniculus velutinus velutinus",4292,"Cuculidae","CUCULIFORMES"
"7081","Cacomantis merulinus merulinus","Cuculidae","Cuculiformes","Cacomantis merulinus merulinus",4259,"Cuculidae","CUCULIFORMES"
"7082","Cacomantis variolosus oreophilus","Cuculidae","Cuculiformes","Cacomantis variolosus oreophilus",4268,"Cuculidae","CUCULIFORMES"
"7083","Coccyzus minor ferrugineus","Cuculidae","Cuculiformes","Coccyzus ferrugineus NA",4132,"Cuculidae","CUCULIFORMES"
"7084","Cuculus fugax pectoralis","Cuculidae","Cuculiformes","Hierococcyx pectoralis NA",4313,"Cuculidae","CUCULIFORMES"
"7085","Micrastur semitorquatus naso","Falconidae","Falconiformes","Micrastur semitorquatus naso",12796,"Falconidae","FALCONIFORMES"
"7086","Circaetus gallicus pectoralis","Accipitridae","Falconiformes","Circaetus pectoralis NA",8273,"Accipitridae","ACCIPITRIFORMES"
"7087","Buteogallus anthracinus NA","Accipitridae","Falconiformes","Buteogallus anthracinus NA",8682,"Accipitridae","ACCIPITRIFORMES"
"7088","Aviceda subcristata reinwardtii","Accipitridae","Falconiformes","Aviceda subcristata reinwardtii",8184,"Accipitridae","ACCIPITRIFORMES"
"7089","Accipiter virgatus besra","Accipitridae","Falconiformes","Accipiter virgatus besra",8516,"Accipitridae","ACCIPITRIFORMES"
"7090","Haliaeetus leucocephalus leucocephalus","Accipitridae","Falconiformes","Haliaeetus leucocephalus leucocephalus",8649,"Accipitridae","ACCIPITRIFORMES"
"7091","Penelope superciliaris superciliaris","Cracidae","Galliformes","Penelope superciliaris superciliaris",686,"Cracidae","GALLIFORMES"
"7092","Ortalis motmot ruficeps","Cracidae","Galliformes","Ortalis ruficeps NA",663,"Cracidae","GALLIFORMES"
"7093","Tympanuchus cupido cupido","Phasianidae","Galliformes","Tympanuchus cupido cupido",1167,"Phasianidae","GALLIFORMES"
"7094","Arborophila torqueola torqueola","Phasianidae","Galliformes","Arborophila torqueola torqueola",1008,"Phasianidae","GALLIFORMES"
"7095","Bonasa umbellus thayeri","Phasianidae","Galliformes","Bonasa umbellus thayeri",1120,"Phasianidae","GALLIFORMES"
"7096","Dendragapus obscurus sitkensis","Phasianidae","Galliformes","Dendragapus fuliginosus sitkensis",1152,"Phasianidae","GALLIFORMES"
"7097","Lagopus leucurus peninsularis","Phasianidae","Galliformes","Lagopus leucura peninsularis",1170,"Phasianidae","GALLIFORMES"
"7098","Lagopus mutus islandorum","Phasianidae","Galliformes","Lagopus muta islandorum",1228,"Phasianidae","GALLIFORMES"
"7099","Turnix suscitator fasciata","Turnicidae","Gruiformes","Turnix suscitator fasciatus",6321,"Turnicidae","CHARADRIIFORMES"
"7100","Rallus torquatus torquatus","Rallidae","Gruiformes","Gallirallus torquatus torquatus",5822,"Rallidae","GRUIFORMES"
"7101","Laterallus jamaicensis jamaicensis","Rallidae","Gruiformes","Laterallus jamaicensis jamaicensis",5999,"Rallidae","GRUIFORMES"
"7102","Eremophila alpestris merrilli","Alaudidae","Passeriformes","Eremophila alpestris merrilli",24178,"Alaudidae","PASSERIFORMES"
"7103","Eremophila alpestris hoyti","Alaudidae","Passeriformes","Eremophila alpestris hoyti",24176,"Alaudidae","PASSERIFORMES"
"7104","Eremophila alpestris strigata","Alaudidae","Passeriformes","Eremophila alpestris strigata",24179,"Alaudidae","PASSERIFORMES"
"7105","Ptilogonys cinereus molybdophanes","Bombycillidae","Passeriformes","Ptiliogonys cinereus molybdophanes",23328,"Ptiliogonatidae","PASSERIFORMES"
"7106","Campephaga quiscalina quiscalina","Campephagidae","Passeriformes","Campephaga quiscalina quiscalina",20621,"Campephagidae","PASSERIFORMES"
"7107","Pericrocotus cinnamomeus cinnamomeus","Campephagidae","Passeriformes","Pericrocotus cinnamomeus cinnamomeus",20424,"Campephagidae","PASSERIFORMES"
"7108","Pericrocotus flammeus johnstoniae","Campephagidae","Passeriformes","Pericrocotus speciosus johnstoniae",20473,"Campephagidae","PASSERIFORMES"
"7109","Pericrocotus flammeus speciosus","Campephagidae","Passeriformes","Pericrocotus speciosus speciosus",20463,"Campephagidae","PASSERIFORMES"
"7110","Lalage nigra chilensis","Campephagidae","Passeriformes","Lalage nigra nigra",20790,"Campephagidae","PASSERIFORMES"
"7111","Coracina melaena melaena","Campephagidae","Passeriformes","Edolisoma melas melas",20720,"Campephagidae","PASSERIFORMES"
"7112","Coracina boyeri subalaris","Campephagidae","Passeriformes","Coracina boyeri subalaris",20531,"Campephagidae","PASSERIFORMES"
"7113","Coracina caeruleogrisea strenua","Campephagidae","Passeriformes","Coracina caeruleogrisea strenua",20500,"Campephagidae","PASSERIFORMES"
"7114","Coracina schisticeps poliopsa","Campephagidae","Passeriformes","Edolisoma schisticeps poliopsa",20649,"Campephagidae","PASSERIFORMES"
"7115","Oriolus chlorocephalus amani","Oriolidae","Passeriformes","Oriolus chlorocephalus amani",21561,"Oriolidae","PASSERIFORMES"
"7116","Ptiloris magnificus magnificus","Paradisaeidae","Passeriformes","Ptiloris magnificus magnificus",23056,"Paradisaeidae","PASSERIFORMES"
"7117","Phonygammus keraudrenii jamesii","Paradisaeidae","Passeriformes","Phonygammus keraudrenii jamesii",22999,"Paradisaeidae","PASSERIFORMES"
"7118","Lophorina superba latipennis","Paradisaeidae","Passeriformes","Lophorina superba latipennis",23043,"Paradisaeidae","PASSERIFORMES"
"7119","Parotia lawesii lawesii","Paradisaeidae","Passeriformes","Parotia lawesii lawesii",23028,"Paradisaeidae","PASSERIFORMES"
"7120","Paradisaea rudolphi rudolphi","Paradisaeidae","Passeriformes","Paradisaea rudolphi rudolphi",23113,"Paradisaeidae","PASSERIFORMES"
"7121","Sylviparus modestus modestus","Paridae","Passeriformes","Sylviparus modestus modestus",23380,"Paridae","PASSERIFORMES"
"7122","Parus atricapillus turneri","Paridae","Passeriformes","Poecile atricapillus turneri",23522,"Paridae","PASSERIFORMES"
"7123","Parus monticolus monticolus","Paridae","Passeriformes","Parus monticolus monticolus",23653,"Paridae","PASSERIFORMES"
"7124","Parus semilarvatus semilarvatus","Paridae","Passeriformes","Sittiparus semilarvatus semilarvatus",23486,"Paridae","PASSERIFORMES"
"7125","Peucedramus taeniatus taeniatus","Parulidae","Passeriformes","Peucedramus taeniatus taeniatus",33484,"Peucedramidae","PASSERIFORMES"
"7126","Parula pitiayumi inornata","Parulidae","Passeriformes","Setophaga pitiayumi inornata",35884,"Parulidae","PASSERIFORMES"
"7127","Myioborus pictus guatemalae","Parulidae","Passeriformes","Myioborus pictus guatemalae",36134,"Parulidae","PASSERIFORMES"
"7128","Myioborus miniatus NA","Parulidae","Passeriformes","Myioborus miniatus NA",36135,"Parulidae","PASSERIFORMES"
"7129","Myioborus miniatus intermedius","Parulidae","Passeriformes","Myioborus miniatus intermedius",36138,"Parulidae","PASSERIFORMES"
"7130","Dendroica petechia aurifrons","Parulidae","Passeriformes","Setophaga petechia aurifrons",35942,"Parulidae","PASSERIFORMES"
"7131","Conirostrum leucogenys leucogenys","Parulidae","Passeriformes","Conirostrum leucogenys leucogenys",37057,"Thraupidae","PASSERIFORMES"
"7132","Coereba flaveola ferryi","Parulidae","Passeriformes","Coereba flaveola ferryi",36623,"Thraupidae","PASSERIFORMES"
"7133","Basileuterus rufifrons salvini","Parulidae","Passeriformes","Basileuterus rufifrons salvini",36066,"Parulidae","PASSERIFORMES"
"7134","Pseudonigrita arnaudi dorsalis","Ploceidae","Passeriformes","Pseudonigrita arnaudi dorsalis",32656,"Ploceidae","PASSERIFORMES"
"7135","Nectarinia sperata henkei","Nectariniidae","Passeriformes","Leptocoma sperata henkei",32104,"Nectariniidae","PASSERIFORMES"
"7136","Aethopyga flagrans flagrans","Nectariniidae","Passeriformes","Aethopyga flagrans flagrans",32355,"Nectariniidae","PASSERIFORMES"
"7137","Aethopyga siparaja magnifica","Nectariniidae","Passeriformes","Aethopyga magnifica NA",32423,"Nectariniidae","PASSERIFORMES"
"7138","Arachnothera clarae clarae","Nectariniidae","Passeriformes","Arachnothera clarae clarae",32467,"Nectariniidae","PASSERIFORMES"
"7139","Pycnonotus tephrolaemus neumanni","Pycnonotidae","Passeriformes","Arizelocichla neumanni NA",24375,"Pycnonotidae","PASSERIFORMES"
"7140","Pycnonotus cafer wetmorei","Pycnonotidae","Passeriformes","Pycnonotus cafer wetmorei",24800,"Pycnonotidae","PASSERIFORMES"
"7141","Pycnonotus goiavier goiavier","Pycnonotidae","Passeriformes","Pycnonotus goiavier goiavier",24790,"Pycnonotidae","PASSERIFORMES"
"7142","Amblyornis macgregoriae macgregoriae","Ptilonorhynchidae","Passeriformes","Amblyornis macgregoriae macgregoriae",18634,"Ptilonorhynchidae","PASSERIFORMES"
"7143","Tichodroma muraria nepalensis","Sittidae","Passeriformes","Tichodroma muraria nepalensis",29327,"Tichodromidae","PASSERIFORMES"
"7144","Sitta castanea castanea","Sittidae","Passeriformes","Sitta castanea NA",29316,"Sittidae","PASSERIFORMES"
"7145","Sitta frontalis mesoleuca","Sittidae","Passeriformes","Sitta oenochlamys mesoleuca",29242,"Sittidae","PASSERIFORMES"
"7146","Lamprotornis chloropterus chloropterus","Sturnidae","Passeriformes","Lamprotornis chloropterus chloropterus",29730,"Sturnidae","PASSERIFORMES"
"7147","Gracula religiosa palawanensis","Sturnidae","Passeriformes","Gracula religiosa palawanensis",29631,"Sturnidae","PASSERIFORMES"
"7148","Troglodytes troglodytes pullus","Troglodytidae","Passeriformes","Troglodytes hiemalis pullus",28943,"Troglodytidae","PASSERIFORMES"
"7149","Thryothorus coraya caurensis","Troglodytidae","Passeriformes","Pheugopedius coraya caurensis",28799,"Troglodytidae","PASSERIFORMES"
"7150","Thryothorus maculipectus umbrinus","Troglodytidae","Passeriformes","Pheugopedius maculipectus umbrinus",28819,"Troglodytidae","PASSERIFORMES"
"7151","Thryothorus nigricapillus nigricapillus","Troglodytidae","Passeriformes","Cantorchilus nigricapillus nigricapillus",28893,"Troglodytidae","PASSERIFORMES"
"7152","Thryothorus pleurostictus acaciarum","Troglodytidae","Passeriformes","Thryophilus pleurostictus acaciarum",28839,"Troglodytidae","PASSERIFORMES"
"7153","Henicorhina leucophrys castanea","Troglodytidae","Passeriformes","Henicorhina leucophrys castanea",29058,"Troglodytidae","PASSERIFORMES"
"7154","Henicorhina leucosticta hauxwelli","Troglodytidae","Passeriformes","Henicorhina leucosticta hauxwelli",29053,"Troglodytidae","PASSERIFORMES"
"7155","Campylorhynchus brunneicapillus seri","Troglodytidae","Passeriformes","Campylorhynchus brunneicapillus seri",28651,"Troglodytidae","PASSERIFORMES"
"7156","Campylorhynchus rufinucha humilis","Troglodytidae","Passeriformes","Campylorhynchus rufinucha humilis",28635,"Troglodytidae","PASSERIFORMES"
"7157","Pitangus sulphuratus guatimalensis","Tyrannidae","Passeriformes","Pitangus sulphuratus guatimalensis",17918,"Tyrannidae","PASSERIFORMES"
"7158","Pitangus lictor panamensis","Tyrannidae","Passeriformes","Philohydor lictor panamensis",17927,"Tyrannidae","PASSERIFORMES"
"7159","Pyrocephalus rubinus dubius","Tyrannidae","Passeriformes","Pyrocephalus nanus dubius",17695,"Tyrannidae","PASSERIFORMES"
"7160","Pyrocephalus rubinus blatteus","Tyrannidae","Passeriformes","Pyrocephalus rubinus blatteus",17684,"Tyrannidae","PASSERIFORMES"
"7161","Myiozetetes granadensis granadensis","Tyrannidae","Passeriformes","Myiozetetes granadensis granadensis",17909,"Tyrannidae","PASSERIFORMES"
