"","sciname","subspecies","genus","species","family","order"
"4553","Nectarinia chloropygia","ssp","Nectarinia","chloropygia","Nectariniidae","Passeriformes"
"4554","Nectarinia cyanolaema","octaviae","Nectarinia","cyanolaema","Nectariniidae","Passeriformes"
"4555","Nectarinia fuliginosa","aurea","Nectarinia","fuliginosa","Nectariniidae","Passeriformes"
"4556","Nectarinia habessinica","turkanae","Nectarinia","habessinica","Nectariniidae","Passeriformes"
"4557","Nectarinia jugularis","flavigaster","Nectarinia","jugularis","Nectariniidae","Passeriformes"
"4558","Nectarinia loveridgei","moreaui","Nectarinia","loveridgei","Nectariniidae","Passeriformes"
"4559","Nectarinia mariquensis","mariquensis","Nectarinia","mariquensis","Nectariniidae","Passeriformes"
"4560","Nectarinia mediocris","bensoni","Nectarinia","mediocris","Nectariniidae","Passeriformes"
"4561","Nectarinia minulla","minulla","Nectarinia","minulla","Nectariniidae","Passeriformes"
"4562","Nectarinia nectarinioides","erlangeri","Nectarinia","nectarinioides","Nectariniidae","Passeriformes"
"4563","Nectarinia notata","notata","Nectarinia","notata","Nectariniidae","Passeriformes"
"4564","Nectarinia olivacea","sclateri","Nectarinia","olivacea","Nectariniidae","Passeriformes"
"4565","Nectarinia oritis","oritis","Nectarinia","oritis","Nectariniidae","Passeriformes"
"4566","Nectarinia osea","decorsei","Nectarinia","osea","Nectariniidae","Passeriformes"
"4567","Nectarinia oustaleti","rhodesiae","Nectarinia","oustaleti","Nectariniidae","Passeriformes"
"4568","Nectarinia preussi","kikuyensis","Nectarinia","preussi","Nectariniidae","Passeriformes"
"4569","Nectarinia pulchella","lucidipectus","Nectarinia","pulchella","Nectariniidae","Passeriformes"
"4570","Nectarinia regia","kivuensis","Nectarinia","regia","Nectariniidae","Passeriformes"
"4571","Phalacrocorax atriceps","atriceps","Phalacrocorax","atriceps","Phalacrocoracidae","Pelecaniformes"
"4572","Phalacrocorax carbo","lucidus","Phalacrocorax","carbo","Phalacrocoracidae","Pelecaniformes"
"4573","Phalacrocorax pelagicus","resplendens","Phalacrocorax","pelagicus","Phalacrocoracidae","Pelecaniformes"
"4574","Halietor africanus","africanus","Halietor","africanus","Phalacrocoracidae","Pelecaniformes"
"4575","Halietor melanoleucos","brevirostris","Halietor","melanoleucos","Phalacrocoracidae","Pelecaniformes"
"4576","Fregata ariel","ariel","Fregata","ariel","Fregatidae","Pelecaniformes"
"4577","Fregata minor","palmerstoni","Fregata","minor","Fregatidae","Pelecaniformes"
"4578","Monasa morphoeus","grandior","Monasa","morphoeus","Bucconidae","Piciformes"
"4579","Monasa nigrifrons","nigrifrons","Monasa","nigrifrons","Bucconidae","Piciformes"
"4580","Nystalus chacuru","chacuru","Nystalus","chacuru","Bucconidae","Piciformes"
"4581","Nystalus striolatus","torridus","Nystalus","striolatus","Bucconidae","Piciformes"
"4582","Notharchus tectus","tectus","Notharchus","tectus","Bucconidae","Piciformes"
"4583","Notharchus macrorhynchos","hyperrhynchus","Notharchus","macrorhynchos","Bucconidae","Piciformes"
"4584","Nonnula rubecula","tapanahoniensis","Nonnula","rubecula","Bucconidae","Piciformes"
"4585","Micromonacha lanceolata","austinsmithi","Micromonacha","lanceolata","Bucconidae","Piciformes"
"4586","Malacoptila panamensis","inornata","Malacoptila","panamensis","Bucconidae","Piciformes"
"4587","Malacoptila fusca","fusca","Malacoptila","fusca","Bucconidae","Piciformes"
"4588","Malacoptila rufa","brunnescens","Malacoptila","rufa","Bucconidae","Piciformes"
"4589","Malacoptila striata","striata","Malacoptila","striata","Bucconidae","Piciformes"
"4590","Hypnelus bicinctus","bicinctus","Hypnelus","bicinctus","Bucconidae","Piciformes"
"4591","Hypnelus ruficollis","ruficollis","Hypnelus","ruficollis","Bucconidae","Piciformes"
"4592","Bucco capensis","capensis","Bucco","capensis","Bucconidae","Piciformes"
"4593","Bucco tamatia","hypneleus","Bucco","tamatia","Bucconidae","Piciformes"
"4594","Chelidoptera tenebrosa","tenebrosa","Chelidoptera","tenebrosa","Bucconidae","Piciformes"
"4595","Lybius torquatus","torquatus","Lybius","torquatus","Capitonidae","Piciformes"
"4596","Lybius vieilloti","rubescens","Lybius","vieilloti","Capitonidae","Piciformes"
"4597","Eubucco richardsoni","ssp","Eubucco","richardsoni","Capitonidae","Piciformes"
"4598","Gymnobucco bonapartei","cinereiceps","Gymnobucco","bonapartei","Capitonidae","Piciformes"
"4599","Megalaima faiostricta","faiostricta","Megalaima","faiostricta","Capitonidae","Piciformes"
"4600","Megalaima haemacephala","haemacephala","Megalaima","haemacephala","Capitonidae","Piciformes"
"4601","Megalaima mystacophanos","ssp","Megalaima","mystacophanos","Capitonidae","Piciformes"
"4602","Megalaima zeylanica","zeylanica","Megalaima","zeylanica","Capitonidae","Piciformes"
"4603","Semnornis ramphastinus","ramphastinus","Semnornis","ramphastinus","Capitonidae","Piciformes"
"4604","Smilorhis leucotis","kilimensis","Smilorhis","leucotis","Capitonidae","Piciformes"
"4605","Stactolaema anchietae","katangae","Stactolaema","anchietae","Capitonidae","Piciformes"
"4606","Stactolaema olivacea","rungweensis","Stactolaema","olivacea","Capitonidae","Piciformes"
"4607","Stactolaema whytii","stresemanni","Stactolaema","whytii","Capitonidae","Piciformes"
"4608","Trachyphonus margaritatus","margaritatus","Trachyphonus","margaritatus","Capitonidae","Piciformes"
"4609","Trachyphonus purpuratus","elgonensis","Trachyphonus","purpuratus","Capitonidae","Piciformes"
"4610","Trachyphonus vaillantii","vaillantii","Trachyphonus","vaillantii","Capitonidae","Piciformes"
"4611","Tricholaema diadematum","massaicum","Tricholaema","diadematum","Capitonidae","Piciformes"
"4612","Tricholaema hirsutum","ansorgii","Tricholaema","hirsutum","Capitonidae","Piciformes"
"4613","Tricholaema lacrymosum","lacrymosum","Tricholaema","lacrymosum","Capitonidae","Piciformes"
"4614","Tricholaema leucomelan","leucomelan","Tricholaema","leucomelan","Capitonidae","Piciformes"
"4615","Tricholaema melanocephalum","ssp","Tricholaema","melanocephalum","Capitonidae","Piciformes"
"4616","Pogoniulus bilineatus","mfumbiri","Pogoniulus","bilineatus","Capitonidae","Piciformes"
"4617","Pogoniulus chrysoconus","extoni","Pogoniulus","chrysoconus","Capitonidae","Piciformes"
"4618","Pogoniulus coryphaeus","hildamariae","Pogoniulus","coryphaeus","Capitonidae","Piciformes"
"4619","Pogoniulus duchaillui","duchaillui","Pogoniulus","duchaillui","Capitonidae","Piciformes"
"4620","Pogoniulus pusillus","affinis","Pogoniulus","pusillus","Capitonidae","Piciformes"
"4621","Pogoniulus scolopaceus","aloysii","Pogoniulus","scolopaceus","Capitonidae","Piciformes"
"4622","Pogoniulus subsulphureus","flavimentum","Pogoniulus","subsulphureus","Capitonidae","Piciformes"
"4623","Brachygalba lugubris","lugubris","Brachygalba","lugubris","Galbulidae","Piciformes"
"4624","Galbula ruficauda","brevirostris","Galbula","ruficauda","Galbulidae","Piciformes"
"4625","Galbula albirostris","albirostris","Galbula","albirostris","Galbulidae","Piciformes"
"4626","Galbula dea","dea","Galbula","dea","Galbulidae","Piciformes"
"4627","Galbula leucogastra","ssp","Galbula","leucogastra","Galbulidae","Piciformes"
"4628","Jacamerops aurea","ridgwayi","Jacamerops","aurea","Galbulidae","Piciformes"
"4629","Prodotiscus insignis","ssp","Prodotiscus","insignis","Indicatoridae","Piciformes"
"4630","Indicator sp","ssp","Indicator","sp","Indicatoridae","Piciformes"
"4631","Indicator exilis","pachrhynchus","Indicator","exilis","Indicatoridae","Piciformes"
"4632","Indicator maculatus","ssp","Indicator","maculatus","Indicatoridae","Piciformes"
"4633","Indicator minor","conirostris","Indicator","minor","Indicatoridae","Piciformes"
"4634","Indicator variegatus","variegatus","Indicator","variegatus","Indicatoridae","Piciformes"
"4635","Indicator xanthonotus","radcliffi","Indicator","xanthonotus","Indicatoridae","Piciformes"
"4636","Chrysocolaptes festivus","festivus","Chrysocolaptes","festivus","Picidae","Piciformes"
"4637","Veniliornis fumigatus","fumigatus","Veniliornis","fumigatus","Picidae","Piciformes"
"4638","Veniliornis kirkii","cecilii","Veniliornis","kirkii","Picidae","Piciformes"
"4639","Veniliornis affinis","chocoensis","Veniliornis","affinis","Picidae","Piciformes"
"4640","Veniliornis dignus","dignus","Veniliornis","dignus","Picidae","Piciformes"
"4641","Veniliornis nigriceps","equifasciatus","Veniliornis","nigriceps","Picidae","Piciformes"
"4642","Veniliornis passerinus","taenionotus","Veniliornis","passerinus","Picidae","Piciformes"
"4643","Sphyrapicus thyroideus","nataliae","Sphyrapicus","thyroideus","Picidae","Piciformes"
"4644","Picus flavinucha","pierrie","Picus","flavinucha","Picidae","Piciformes"
"4645","Picumnus borbae","borbae","Picumnus","borbae","Picidae","Piciformes"
"4646","Picumnus squammulatus","rohli","Picumnus","squammulatus","Picidae","Piciformes"
"4647","Picumnus olivaceus","olivaceus","Picumnus","olivaceus","Picidae","Piciformes"
"4648","Picumnus aurifrons","transfasciatus","Picumnus","aurifrons","Picidae","Piciformes"
"4649","Picumnus cirratus","cirratus","Picumnus","cirratus","Picidae","Piciformes"
"4650","Picumnus exilis","buffoni","Picumnus","exilis","Picidae","Piciformes"
"4651","Picumnus granadensis","granadensis","Picumnus","granadensis","Picidae","Piciformes"
"4652","Piculus rivolii","brevirostris","Piculus","rivolii","Picidae","Piciformes"
"4653","Piculus chrysochloros","chrysochloros","Piculus","chrysochloros","Picidae","Piciformes"
"4654","Piculus flavigula","erythropis","Piculus","flavigula","Picidae","Piciformes"
"4655","Piculus leucolaemus","litae","Piculus","leucolaemus","Picidae","Piciformes"
"4656","Picoides mixtus","malleator","Picoides","mixtus","Picidae","Piciformes"
"4657","Chloephaga melanoptera",NA,"Chloephaga","melanoptera","Anatidae","Anseriformes"
"4658","Picoides albolarvatus","albolarvatus","Picoides","albolarvatus","Picidae","Piciformes"
"4659","Picoides scalaris","graysoni","Picoides","scalaris","Picidae","Piciformes"
"4660","Picoides borealis","hylonomus","Picoides","borealis","Picidae","Piciformes"
"4661","Picoides stricklandi","ssp","Picoides","stricklandi","Picidae","Piciformes"
"4662","Melanerpes aurifrons","frontalis","Melanerpes","aurifrons","Picidae","Piciformes"
"4663","Melanerpes chrysauchen","chrysauchen","Melanerpes","chrysauchen","Picidae","Piciformes"
"4664","Melanerpes chrysogenys","flavinuchus","Melanerpes","chrysogenys","Picidae","Piciformes"
"4665","Melanerpes pucherani","perileucus","Melanerpes","pucherani","Picidae","Piciformes"
"4666","Melanerpes rubricapillus","terricolor","Melanerpes","rubricapillus","Picidae","Piciformes"
"4667","Melanerpes uropygialis","ssp","Melanerpes","uropygialis","Picidae","Piciformes"
"4668","Melanerpes cruentatus","cruentatus","Melanerpes","cruentatus","Picidae","Piciformes"
"4669","Melanerpes flavifrons","flavifrons","Melanerpes","flavifrons","Picidae","Piciformes"
"4670","Campephilus guatemalensis","guatemalensis","Campephilus","guatemalensis","Picidae","Piciformes"
"4671","Campephilus haematogaster","splendens","Campephilus","haematogaster","Picidae","Piciformes"
"4672","Campephilus melanoleucos","melanoleucos","Campephilus","melanoleucos","Picidae","Piciformes"
"4673","Campephilus principalis","principalis","Campephilus","principalis","Picidae","Piciformes"
"4674","Campephilus pollens","pollens","Campephilus","pollens","Picidae","Piciformes"
"4675","Campephilus rubricollis","olallae","Campephilus","rubricollis","Picidae","Piciformes"
"4676","Jynx torquilla","torquilla","Jynx","torquilla","Picidae","Piciformes"
"4677","Campethera abingoni","mombassica","Campethera","abingoni","Picidae","Piciformes"
"4678","Campethera bennettii","bennettii","Campethera","bennettii","Picidae","Piciformes"
"4679","Campethera cailliautii","cailliautii","Campethera","cailliautii","Picidae","Piciformes"
"4680","Campethera nivosa","herberti","Campethera","nivosa","Picidae","Piciformes"
"4681","Campethera nubica","scriptoricauda","Campethera","nubica","Picidae","Piciformes"
"4682","Campethera punctuligera","punctuligera","Campethera","punctuligera","Picidae","Piciformes"
"4683","Campethera tullbergi","taeniolaema","Campethera","tullbergi","Picidae","Piciformes"
"4684","Celeus loricatus","mentalis","Celeus","loricatus","Picidae","Piciformes"
"4685","Celeus elegans","approximans","Celeus","elegans","Picidae","Piciformes"
"4686","Celeus flavescens","intercedens","Celeus","flavescens","Picidae","Piciformes"
"4687","Celeus flavus","inornatus","Celeus","flavus","Picidae","Piciformes"
"4688","Celeus grammicus","subcervinus","Celeus","grammicus","Picidae","Piciformes"
"4689","Celeus lugubris","kerri","Celeus","lugubris","Picidae","Piciformes"
"4690","Celeus torquatus","torquatus","Celeus","torquatus","Picidae","Piciformes"
"4691","Celeus undatus","multifasciatus","Celeus","undatus","Picidae","Piciformes"
"4692","Dendropicos fuscescens","lepidus","Dendropicos","fuscescens","Picidae","Piciformes"
"4693","Dendropicos gabonensis","gabonensis","Dendropicos","gabonensis","Picidae","Piciformes"
"4694","Dendropicos goertae","centralis","Dendropicos","goertae","Picidae","Piciformes"
"4695","Dendropicos griseocephalus","ruwenzori","Dendropicos","griseocephalus","Picidae","Piciformes"
"4696","Dendropicos namaquus","decipiens","Dendropicos","namaquus","Picidae","Piciformes"
"4697","Dinopium benghalense","ssp","Dinopium","benghalense","Picidae","Piciformes"
"4698","Dinopium javanense","everetti","Dinopium","javanense","Picidae","Piciformes"
"4699","Dryocopus lineatus","improcercus","Dryocopus","lineatus","Picidae","Piciformes"
"4700","Dryocopus martius","martius","Dryocopus","martius","Picidae","Piciformes"
"4701","Dendrocopos obsoletus","ingens","Dendrocopos","obsoletus","Picidae","Piciformes"
"4702","Dendrocopos major","pinetorum","Dendrocopos","major","Picidae","Piciformes"
"4703","Dendrocopos canicapillus","tonkinensis","Dendrocopos","canicapillus","Picidae","Piciformes"
"4704","Dendrocopos mahrattensis","mahrattensis","Dendrocopos","mahrattensis","Picidae","Piciformes"
"4705","Dendrocopos medius","medius","Dendrocopos","medius","Picidae","Piciformes"
"4706","Dendrocopos minor","hortorum","Dendrocopos","minor","Picidae","Piciformes"
"4707","Andigena hypoglauca","hypoglauca","Andigena","hypoglauca","Ramphastidae","Piciformes"
"4708","Andigena nigrirostris","occidentalis","Andigena","nigrirostris","Ramphastidae","Piciformes"
"4709","Selenidera maculirostris","gouldii","Selenidera","maculirostris","Ramphastidae","Piciformes"
"4710","Ramphastos ambiguus","swainsonii","Ramphastos","ambiguus","Ramphastidae","Piciformes"
"4711","Ramphastos sulfuratus","brevicarinatus","Ramphastos","sulfuratus","Ramphastidae","Piciformes"
"4712","Ramphastos toco","albogularis","Ramphastos","toco","Ramphastidae","Piciformes"
"4713","Ramphastos tucanus","oblitus","Ramphastos","tucanus","Ramphastidae","Piciformes"
"4714","Ramphastos vitellinus","pintoi","Ramphastos","vitellinus","Ramphastidae","Piciformes"
"4715","Pteroglossus aracari","aracari","Pteroglossus","aracari","Ramphastidae","Piciformes"
"4716","Pteroglossus bitorquatus","bitorquatus","Pteroglossus","bitorquatus","Ramphastidae","Piciformes"
"4717","Pteroglossus castanotis","australis","Pteroglossus","castanotis","Ramphastidae","Piciformes"
"4718","Pteroglossus inscriptus","humboldti","Pteroglossus","inscriptus","Ramphastidae","Piciformes"
"4719","Aulacorhynchus prasinus","caeruleogularis","Aulacorhynchus","prasinus","Ramphastidae","Piciformes"
"4720","Aulacorhynchus haematopygus","ssp","Aulacorhynchus","haematopygus","Ramphastidae","Piciformes"
"4721","Podiceps auritus","cornutus","Podiceps","auritus","Podicipedidae","Podicipediformes"
"4722","Podiceps cristatus","cristatus","Podiceps","cristatus","Podicipedidae","Podicipediformes"
"4723","Podilymbus podiceps","antarcticus","Podilymbus","podiceps","Podicipedidae","Podicipediformes"
"4724","Glaucidium cuculoides","ssp","Glaucidium","cuculoides","Strigidae","Strigiformes"
"4725","Rollandia rolland","chilensis","Rollandia","rolland","Podicipedidae","Podicipediformes"
"4726","Tachybaptus dominicus","speciosus","Tachybaptus","dominicus","Podicipedidae","Podicipediformes"
"4727","Tachybaptus ruficollis","capensis","Tachybaptus","ruficollis","Podicipedidae","Podicipediformes"
"4728","Oceanodroma tethys","ssp","Oceanodroma","tethys","Hydrobatidae","Procellariiformes"
"4729","Pelagodroma marina","dulciae","Pelagodroma","marina","Hydrobatidae","Procellariiformes"
"4730","Oceanites gracilis","galapagoensis","Oceanites","gracilis","Hydrobatidae","Procellariiformes"
"4731","Fregetta tropica","tropica","Fregetta","tropica","Hydrobatidae","Procellariiformes"
"4732","Fregetta grallaria","ssp","Fregetta","grallaria","Hydrobatidae","Procellariiformes"
"4733","Pelecanoides urinatrix","exsul","Pelecanoides","urinatrix","Pelecanoididae","Procellariiformes"
"4734","Diomedea bulleri","ssp","Diomedea","bulleri","Diomedeidae","Procellariiformes"
