"","fullname","sciname","subspecies","genus","species","family","order"
"11158","Chrysocolaptes lucidus sultaneus","Chrysocolaptes lucidus","sultaneus","Chrysocolaptes","lucidus","Picidae","Piciformes"
"11159","Picus flavinucha kumaoensis","Picus flavinucha","kumaoensis","Picus","flavinucha","Picidae","Piciformes"
"11160","Melanerpes chrysauchen pulcher","Melanerpes chrysauchen","pulcher","Melanerpes","chrysauchen","Picidae","Piciformes"
"11161","Dinopium shorii shorii","Dinopium shorii","shorii","Dinopium","shorii","Picidae","Piciformes"
"11162","Pterodroma leucoptera hypoleuca","Pterodroma leucoptera","hypoleuca","Pterodroma","leucoptera","Procellariidae","Procellariiformes"
"11163","Poecile gambeli inyoensis","Poecile gambeli","inyoensis","Poecile","gambeli","Paridae","Passeriformes"
"11164","Synthliboramphus hypoleucus NA","Synthliboramphus hypoleucus",NA,"Synthliboramphus","hypoleucus","Alcidae","Charadriiformes"
"11165","Sterna dougallii NA","Sterna dougallii",NA,"Sterna","dougallii","Laridae","Charadriiformes"
"11166","Ploceus velatus NA","Ploceus velatus",NA,"Ploceus","velatus","Ploceidae","Passeriformes"
"11167","Oriolus oriolus NA","Oriolus oriolus",NA,"Oriolus","oriolus","Oriolidae","Passeriformes"
"11168","Himantopus mexicanus correctus","Himantopus mexicanus","correctus","Himantopus","mexicanus","Recurvirostridae","Charadriiformes"
"11169","Gyps bengalensis NA","Gyps bengalensis",NA,"Gyps","bengalensis","Accipitridae","Falconiformes"
"11170","Ciconia ciconia ciconia","Ciconia ciconia","ciconia","Ciconia","ciconia","Ciconiidae","Ciconiiformes"
"11171","Larus genei NA","Larus genei",NA,"Larus","genei","Laridae","Charadriiformes"
"11172","Larus melanocephalus NA","Larus melanocephalus",NA,"Larus","melanocephalus","Laridae","Charadriiformes"
"11173","Larus cachinnans NA","Larus cachinnans",NA,"Larus","cachinnans","Laridae","Charadriiformes"
"11174","Picoides major candidus","Picoides major","candidus","Picoides","major","Picidae","Piciformes"
"11175","Botaurus stellaris stellaris","Botaurus stellaris","stellaris","Botaurus","stellaris","Ardeidae","Ciconiiformes"
"11176","Rissa tridactyla polllicaris","Rissa tridactyla","polllicaris","Rissa","tridactyla","Laridae","Charadriiformes"
"11177","Macrosphenus kretschmeri kretschmeri","Macrosphenus kretschmeri","kretschmeri","Macrosphenus","kretschmeri","Muscicapidae","Passeriformes"
"11178","Colinus NA","Colinus",NA,"Colinus",NA,"Phasianidae","Galliformes"
"11179","Phylloscopus griseolus NA","Phylloscopus griseolus",NA,"Phylloscopus","griseolus","Muscicapidae","Passeriformes"
"11180","Paradoxornis nipalensis poliotis","Paradoxornis nipalensis","poliotis","Paradoxornis","nipalensis","Muscicapidae","Passeriformes"
"11181","Coracina melanoptera sykesi","Coracina melanoptera","sykesi","Coracina","melanoptera","Campephagidae","Passeriformes"
"11182","Cettia fortipes fortipes","Cettia fortipes","fortipes","Cettia","fortipes","Muscicapidae","Passeriformes"
"11183","Niltava grandis grandis","Niltava grandis","grandis","Niltava","grandis","Muscicapidae","Passeriformes"
"11184","Aegithalos concinnus manipurensis","Aegithalos concinnus","manipurensis","Aegithalos","concinnus","Aegithalidae","Passeriformes"
"11185","Alcippe brunnea mandellii","Alcippe brunnea","mandellii","Alcippe","brunnea","Muscicapidae","Passeriformes"
"11186","Actinodura egertoni khasiana","Actinodura egertoni","khasiana","Actinodura","egertoni","Muscicapidae","Passeriformes"
"11187","Leiothrix argentauris aureigularis","Leiothrix argentauris","aureigularis","Leiothrix","argentauris","Muscicapidae","Passeriformes"
"11188","Liocichla phoenicea bakeri","Liocichla phoenicea","bakeri","Liocichla","phoenicea","Muscicapidae","Passeriformes"
"11189","Garrulax monileger monileger","Garrulax monileger","monileger","Garrulax","monileger","Muscicapidae","Passeriformes"
"11190","Stachyris chrysaea chrysaea","Stachyris chrysaea","chrysaea","Stachyris","chrysaea","Muscicapidae","Passeriformes"
"11191","Niltava macgrigoriae signata","Niltava macgrigoriae","signata","Niltava","macgrigoriae","Muscicapidae","Passeriformes"
"11192","Sasia ochracea querulivox","Sasia ochracea","querulivox","Sasia","ochracea","Picidae","Piciformes"
"11193","Heterophasia gracilis NA","Heterophasia gracilis",NA,"Heterophasia","gracilis","Muscicapidae","Passeriformes"
"11194","Tesia cyaniventer NA","Tesia cyaniventer",NA,"Tesia","cyaniventer","Muscicapidae","Passeriformes"
"11195","Bambusicola fytchii hopkinsoni","Bambusicola fytchii","hopkinsoni","Bambusicola","fytchii","Phasianidae","Galliformes"
"11196","Phylloscopus reguloides assamensis","Phylloscopus reguloides","assamensis","Phylloscopus","reguloides","Muscicapidae","Passeriformes"
"11197","Macropygia unchall tusalia","Macropygia unchall","tusalia","Macropygia","unchall","Columbidae","Columbiformes"
"11198","Pericrocotus solaris solaris","Pericrocotus solaris","solaris","Pericrocotus","solaris","Campephagidae","Passeriformes"
"11199","Lanius schach nigriceps","Lanius schach","nigriceps","Lanius","schach","Laniidae","Passeriformes"
"11200","Passer rutilans intensior","Passer rutilans","intensior","Passer","rutilans","Ploceidae","Passeriformes"
"11201","Hemipus picatus picatus","Hemipus picatus","picatus","Hemipus","picatus","Campephagidae","Passeriformes"
"11202","Syrmaticus humiae humiae","Syrmaticus humiae","humiae","Syrmaticus","humiae","Phasianidae","Galliformes"
"11203","Pnoepyga pusilla pusilla","Pnoepyga pusilla","pusilla","Pnoepyga","pusilla","Muscicapidae","Passeriformes"
"11204","Napothera brevicaudata striata","Napothera brevicaudata","striata","Napothera","brevicaudata","Muscicapidae","Passeriformes"
"11205","Erithacus pectoralis tschebaiewa","Erithacus pectoralis","tschebaiewa","Erithacus","pectoralis","Muscicapidae","Passeriformes"
"11206","Delichon nipalensis nipalensis","Delichon nipalensis","nipalensis","Delichon","nipalensis","Hirundinidae","Passeriformes"
"11207","Cinclidium leucurum leucurum","Cinclidium leucurum","leucurum","Cinclidium","leucurum","Muscicapidae","Passeriformes"
"11208","Turdus dissimilis dissimilis","Turdus dissimilis","dissimilis","Turdus","dissimilis","Muscicapidae","Passeriformes"
"11209","Carduelis carduelis parva","Carduelis carduelis","parva","Carduelis","carduelis","Fringillidae","Passeriformes"
"11210","Passer domesticus italiae","Passer domesticus","italiae","Passer","domesticus","Ploceidae","Passeriformes"
"11211","Corvus imparatus NA","Corvus imparatus",NA,"Corvus","imparatus","Corvidae","Passeriformes"
"11212","Empidonax albigularis timidus","Empidonax albigularis","timidus","Empidonax","albigularis","Tyrannidae","Passeriformes"
"11213","Euneornis campestris NA","Euneornis campestris",NA,"Euneornis","campestris","Emberizidae","Passeriformes"
"11214","Aimophila sumichrasti NA","Aimophila sumichrasti",NA,"Aimophila","sumichrasti","Emberizidae","Passeriformes"
"11215","Zosterops nigrorum nigrorum","Zosterops nigrorum","nigrorum","Zosterops","nigrorum","Zosteropidae","Passeriformes"
"11216","Vireo plumbeus montanus","Vireo plumbeus","montanus","Vireo","plumbeus","Vireonidae","Passeriformes"
"11217","Sporophila torqueola torqueola","Sporophila torqueola","torqueola","Sporophila","torqueola","Emberizidae","Passeriformes"
"11218","Pipilo albicollis albicollis","Pipilo albicollis","albicollis","Pipilo","albicollis","Emberizidae","Passeriformes"
"11219","Passerina caerulea eurhyncha","Passerina caerulea","eurhyncha","Passerina","caerulea","Emberizidae","Passeriformes"
"11220","Vireo crassirostris crassirostris","Vireo crassirostris","crassirostris","Vireo","crassirostris","Vireonidae","Passeriformes"
"11221","Aimophila ruficauda lawrencii","Aimophila ruficauda","lawrencii","Aimophila","ruficauda","Emberizidae","Passeriformes"
"11222","Galerida cristata altirostris","Galerida cristata","altirostris","Galerida","cristata","Alaudidae","Passeriformes"
"11223","Campylorhynchus griseus chiapensis","Campylorhynchus griseus","chiapensis","Campylorhynchus","griseus","Troglodytidae","Passeriformes"
"11224","Hypsipetes philippinus guimarasensis","Hypsipetes philippinus","guimarasensis","Hypsipetes","philippinus","Pycnonotidae","Passeriformes"
"11225","Henicorhina leucophrys capitalis","Henicorhina leucophrys","capitalis","Henicorhina","leucophrys","Troglodytidae","Passeriformes"
"11226","Tanygnathus lucionensis lucionensis","Tanygnathus lucionensis","lucionensis","Tanygnathus","lucionensis","Psittacidae","Psittaciformes"
"11227","Cyanocorax yncas centralis","Cyanocorax yncas","centralis","Cyanocorax","yncas","Corvidae","Passeriformes"
"11228","Pachyramphus spodiurus NA","Pachyramphus spodiurus",NA,"Pachyramphus","spodiurus","Cotingidae","Passeriformes"
"11229","Icterus abeillei abeillei","Icterus abeillei","abeillei","Icterus","abeillei","Icteridae","Passeriformes"
"11230","Cotinga amabilis NA","Cotinga amabilis",NA,"Cotinga","amabilis","Cotingidae","Passeriformes"
"11231","Vireo hypochryseus hypochryseus","Vireo hypochryseus","hypochryseus","Vireo","hypochryseus","Vireonidae","Passeriformes"
"11232","Basileuterus culicivorus brasherii","Basileuterus culicivorus","brasherii","Basileuterus","culicivorus","Parulidae","Passeriformes"
"11233","Icterus pustulatus pustulatus","Icterus pustulatus","pustulatus","Icterus","pustulatus","Icteridae","Passeriformes"
"11234","Agelaius phoeniceus nyaritensis","Agelaius phoeniceus","nyaritensis","Agelaius","phoeniceus","Icteridae","Passeriformes"
"11235","Icterus gularis tamaulipensis","Icterus gularis","tamaulipensis","Icterus","gularis","Icteridae","Passeriformes"
"11236","Doryfera johannae johannae","Doryfera johannae","johannae","Doryfera","johannae","Trochilidae","Apodiformes"
"11237","Popelairia langsdorfii melanosternon","Popelairia langsdorfii","melanosternon","Popelairia","langsdorfii","Trochilidae","Apodiformes"
"11238","Klais guimeti guimeti","Klais guimeti","guimeti","Klais","guimeti","Trochilidae","Apodiformes"
"11239","Aphelocoma unicolor unicolor","Aphelocoma unicolor","unicolor","Aphelocoma","unicolor","Corvidae","Passeriformes"
"11240","Glaucidium jardinii jardinii","Glaucidium jardinii","jardinii","Glaucidium","jardinii","Strigidae","Strigiformes"
"11241","Metriopelia melanoptera saturatior","Metriopelia melanoptera","saturatior","Metriopelia","melanoptera","Columbidae","Columbiformes"
"11242","Cyanocorax sanblasianus nelsoni","Cyanocorax sanblasianus","nelsoni","Cyanocorax","sanblasianus","Corvidae","Passeriformes"
"11243","Aphelocoma unicolor oaxacae","Aphelocoma unicolor","oaxacae","Aphelocoma","unicolor","Corvidae","Passeriformes"
"11244","Deltarhynchus flammulatus NA","Deltarhynchus flammulatus",NA,"Deltarhynchus","flammulatus","Tyrannidae","Passeriformes"
"11245","Lanio fulvus peruvianus","Lanio fulvus","peruvianus","Lanio","fulvus","Emberizidae","Passeriformes"
"11246","Topaza pella smaragdula","Topaza pella","smaragdula","Topaza","pella","Trochilidae","Apodiformes"
"11247","Heliodoxa schreibersii schreibersii","Heliodoxa schreibersii","schreibersii","Heliodoxa","schreibersii","Trochilidae","Apodiformes"
"11248","Aphelocoma ultramarina ultramarina","Aphelocoma ultramarina","ultramarina","Aphelocoma","ultramarina","Corvidae","Passeriformes"
"11249","Galbula leucogastra chalcothorax","Galbula leucogastra","chalcothorax","Galbula","leucogastra","Galbulidae","Piciformes"
"11250","Ridgwayia pinicola NA","Ridgwayia pinicola",NA,"Ridgwayia","pinicola","Muscicapidae","Passeriformes"
"11251","Agelaius phoeniceus gubernator","Agelaius phoeniceus","gubernator","Agelaius","phoeniceus","Icteridae","Passeriformes"
"11252","Campylorhynchus jocosus NA","Campylorhynchus jocosus",NA,"Campylorhynchus","jocosus","Troglodytidae","Passeriformes"
"11253","Campylorhynchus gularis NA","Campylorhynchus gularis",NA,"Campylorhynchus","gularis","Troglodytidae","Passeriformes"
"11254","Toxostoma ocellatum NA","Toxostoma ocellatum",NA,"Toxostoma","ocellatum","Mimidae","Passeriformes"
"11255","Rhodothraupis celaeno NA","Rhodothraupis celaeno",NA,"Rhodothraupis","celaeno","Emberizidae","Passeriformes"
"11256","Geothlypis speciosa NA","Geothlypis speciosa",NA,"Geothlypis","speciosa","Parulidae","Passeriformes"
"11257","Cyanolyca nana NA","Cyanolyca nana",NA,"Cyanolyca","nana","Corvidae","Passeriformes"
"11258","Cyanolyca mirabilis NA","Cyanolyca mirabilis",NA,"Cyanolyca","mirabilis","Corvidae","Passeriformes"
"11259","Campylopterus falcatus NA","Campylopterus falcatus",NA,"Campylopterus","falcatus","Trochilidae","Apodiformes"
"11260","Aphelocoma ultramarina couchii","Aphelocoma ultramarina","couchii","Aphelocoma","ultramarina","Corvidae","Passeriformes"
"11261","Aphelocoma californica remota","Aphelocoma californica","remota","Aphelocoma","californica","Corvidae","Passeriformes"
"11262","Aphelocoma californica cyanotis","Aphelocoma californica","cyanotis","Aphelocoma","californica","Corvidae","Passeriformes"
"11263","Cyanocitta stelleri teotepecensis","Cyanocitta stelleri","teotepecensis","Cyanocitta","stelleri","Corvidae","Passeriformes"
"11264","Agelaius phoeniceus nelsoni","Agelaius phoeniceus","nelsoni","Agelaius","phoeniceus","Icteridae","Passeriformes"
"11265","Coccothraustes abeillei cobanensis","Coccothraustes abeillei","cobanensis","Coccothraustes","abeillei","Fringillidae","Passeriformes"
"11266","Carduelis notata forreri","Carduelis notata","forreri","Carduelis","notata","Fringillidae","Passeriformes"
"11267","Scaphidura oryzivora impacifica","Scaphidura oryzivora","impacifica","Scaphidura","oryzivora","Icteridae","Passeriformes"
"11268","Quiscalus mexicanus monsoni","Quiscalus mexicanus","monsoni","Quiscalus","mexicanus","Icteridae","Passeriformes"
"11269","Aramides axillaris NA","Aramides axillaris",NA,"Aramides","axillaris","Rallidae","Gruiformes"
"11270","Turdus plebejus differens","Turdus plebejus","differens","Turdus","plebejus","Muscicapidae","Passeriformes"
"11271","Sialia mexicana australis","Sialia mexicana","australis","Sialia","mexicana","Muscicapidae","Passeriformes"
"11272","Myadestes townsendi calophonus","Myadestes townsendi","calophonus","Myadestes","townsendi","Muscicapidae","Passeriformes"
"11273","Myadestes obscurus occidentalis","Myadestes obscurus","occidentalis","Myadestes","obscurus","Muscicapidae","Passeriformes"
"11274","Catharus aurantiirostris clarus","Catharus aurantiirostris","clarus","Catharus","aurantiirostris","Muscicapidae","Passeriformes"
"11275","Catharus occidentalis occidentalis","Catharus occidentalis","occidentalis","Catharus","occidentalis","Muscicapidae","Passeriformes"
"11276","Catharus mexicanus mexicanus","Catharus mexicanus","mexicanus","Catharus","mexicanus","Muscicapidae","Passeriformes"
"11277","Catharus mexicanus cantator","Catharus mexicanus","cantator","Catharus","mexicanus","Muscicapidae","Passeriformes"
"11278","Catharus dryas ovandensis","Catharus dryas","ovandensis","Catharus","dryas","Muscicapidae","Passeriformes"
"11279","Toxostoma dorsale dumosum","Toxostoma dorsale","dumosum","Toxostoma","dorsale","Mimidae","Passeriformes"
"11280","Turdus migratorius phillipsi","Turdus migratorius","phillipsi","Turdus","migratorius","Muscicapidae","Passeriformes"
"11281","Polioptila caerulea deppei","Polioptila caerulea","deppei","Polioptila","caerulea","Muscicapidae","Passeriformes"
"11282","Polioptila albiloris nigriceps","Polioptila albiloris","nigriceps","Polioptila","albiloris","Muscicapidae","Passeriformes"
"11283","Uropsila leucogastra leucogastra","Uropsila leucogastra","leucogastra","Uropsila","leucogastra","Troglodytidae","Passeriformes"
"11284","Thryomanes bewickii mexicanus","Thryomanes bewickii","mexicanus","Thryomanes","bewickii","Troglodytidae","Passeriformes"
"11285","Thryothorus felix grandis","Thryothorus felix","grandis","Thryothorus","felix","Troglodytidae","Passeriformes"
"11286","Thryothorus pleurostictus nisorius","Thryothorus pleurostictus","nisorius","Thryothorus","pleurostictus","Troglodytidae","Passeriformes"
"11287","Sialia mexicana amabilis","Sialia mexicana","amabilis","Sialia","mexicana","Muscicapidae","Passeriformes"
"11288","Troglodytes aedon compositus","Troglodytes aedon","compositus","Troglodytes","aedon","Troglodytidae","Passeriformes"
"11289","Uropsila leucogastra pacifica","Uropsila leucogastra","pacifica","Uropsila","leucogastra","Troglodytidae","Passeriformes"
"11290","Uropsila leucogastra musica","Uropsila leucogastra","musica","Uropsila","leucogastra","Troglodytidae","Passeriformes"
"11291","Henicorhina leucophrys mexicana","Henicorhina leucophrys","mexicana","Henicorhina","leucophrys","Troglodytidae","Passeriformes"
"11292","Henicorhina leucophrys festiva","Henicorhina leucophrys","festiva","Henicorhina","leucophrys","Troglodytidae","Passeriformes"
"11293","Toxostoma curvirostre occidentale","Toxostoma curvirostre","occidentale","Toxostoma","curvirostre","Mimidae","Passeriformes"
"11294","Toxostoma curvirostre celsum","Toxostoma curvirostre","celsum","Toxostoma","curvirostre","Mimidae","Passeriformes"
"11295","Toxostoma curvirostre oberholseri","Toxostoma curvirostre","oberholseri","Toxostoma","curvirostre","Mimidae","Passeriformes"
"11296","Saltator maximus gigantodes","Saltator maximus","gigantodes","Saltator","maximus","Emberizidae","Passeriformes"
"11297","Chlorospingus ophthalmicus albifrons","Chlorospingus ophthalmicus","albifrons","Chlorospingus","ophthalmicus","Emberizidae","Passeriformes"
"11298","Chlorospingus ophthalmicus ophthalmicus","Chlorospingus ophthalmicus","ophthalmicus","Chlorospingus","ophthalmicus","Emberizidae","Passeriformes"
"11299","Rhodinocichla rosea schistacea","Rhodinocichla rosea","schistacea","Rhodinocichla","rosea","Emberizidae","Passeriformes"
"11300","Piranga erythrocephala candida","Piranga erythrocephala","candida","Piranga","erythrocephala","Emberizidae","Passeriformes"
"11301","Parus sclateri sclateri","Parus sclateri","sclateri","Parus","sclateri","Paridae","Passeriformes"
"11302","Pipilo maculatus vulcanorum","Pipilo maculatus","vulcanorum","Pipilo","maculatus","Emberizidae","Passeriformes"
"11303","Chlorophonia occipitalis occipitalis","Chlorophonia occipitalis","occipitalis","Chlorophonia","occipitalis","Emberizidae","Passeriformes"
"11304","Vermivora superciliosa mexicana","Vermivora superciliosa","mexicana","Vermivora","superciliosa","Parulidae","Passeriformes"
"11305","Vermivora superciliosa palliata","Vermivora superciliosa","palliata","Vermivora","superciliosa","Parulidae","Passeriformes"
"11306","Euphonia affinis godmani","Euphonia affinis","godmani","Euphonia","affinis","Emberizidae","Passeriformes"
"11307","Sitta carolinensis mexicana","Sitta carolinensis","mexicana","Sitta","carolinensis","Sittidae","Passeriformes"
