"","IOC_seq","emu_fullname","emu_order","emu_family","emu_genus","emu_species","emu_subspecies","new_fullname","new_order","new_family","new_genus","new_species","new_subspecies","namechange","familychange","orderchange"
"8739",31444,"Monticola solitarius philippensis","Passeriformes","Muscicapidae","Monticola","solitarius","philippensis","Monticola solitarius philippensis","Passeriformes","Muscicapidae","Monticola","solitarius","philippensis","No","No","No"
"8740",31447,"Monticola rupestris ","Passeriformes","Muscicapidae","Monticola","rupestris","","Monticola rupestris ","Passeriformes","Muscicapidae","Monticola","rupestris","","No","No","No"
"8741",31448,"Monticola angolensis ","Passeriformes","Muscicapidae","Monticola","angolensis","","Monticola angolensis ","Passeriformes","Muscicapidae","Monticola","angolensis","","No","No","No"
"8742",31452,"Saxicola ferrea ","Passeriformes","Muscicapidae","Saxicola","ferrea","","Saxicola ferreus ","Passeriformes","Muscicapidae","Saxicola","ferreus","","Yes","No","No"
"8743",31455,"Saxicola rubetra ","Passeriformes","Muscicapidae","Saxicola","rubetra","","Saxicola rubetra ","Passeriformes","Muscicapidae","Saxicola","rubetra","","No","No","No"
"8744",31460,"Saxicola caprata ","Passeriformes","Muscicapidae","Saxicola","caprata","","Saxicola caprata ","Passeriformes","Muscicapidae","Saxicola","caprata","","No","No","No"
"8745",31462,"Saxicola caprata bicolor","Passeriformes","Muscicapidae","Saxicola","caprata","bicolor","Saxicola caprata bicolor","Passeriformes","Muscicapidae","Saxicola","caprata","bicolor","No","No","No"
"8746",31463,"Saxicola caprata burmanica","Passeriformes","Muscicapidae","Saxicola","caprata","burmanica","Saxicola caprata burmanicus","Passeriformes","Muscicapidae","Saxicola","caprata","burmanicus","Yes","No","No"
"8747",31466,"Saxicola caprata caprata","Passeriformes","Muscicapidae","Saxicola","caprata","caprata","Saxicola caprata caprata","Passeriformes","Muscicapidae","Saxicola","caprata","caprata","No","No","No"
"8748",31479,"Saxicola torquatus stejnegeri","Passeriformes","Muscicapidae","Saxicola","torquatus","stejnegeri","Saxicola stejnegeri","Passeriformes","Muscicapidae","Saxicola","stejnegeri","stejnegeri","Yes","No","No"
"8749",31487,"Saxicola torquatus axillaris","Passeriformes","Muscicapidae","Saxicola","torquatus","axillaris","Saxicola torquatus axillaris","Passeriformes","Muscicapidae","Saxicola","torquatus","axillaris","No","No","No"
"8750",31488,"Saxicola torquatus promiscua","Passeriformes","Muscicapidae","Saxicola","torquatus","promiscua","Saxicola torquatus promiscuus","Passeriformes","Muscicapidae","Saxicola","torquatus","promiscuus","Yes","No","No"
"8751",31495,"Saxicola torquatus oreobates","Passeriformes","Muscicapidae","Saxicola","torquatus","oreobates","Saxicola torquatus oreobates","Passeriformes","Muscicapidae","Saxicola","torquatus","oreobates","No","No","No"
"8752",31507,"Saxicola torquatus indica","Passeriformes","Muscicapidae","Saxicola","torquatus","indica","Saxicola maurus indicus","Passeriformes","Muscicapidae","Saxicola","maurus","indicus","Yes","No","No"
"8753",31508,"Saxicola torquatus przewalskii","Passeriformes","Muscicapidae","Saxicola","torquatus","przewalskii","Saxicola maurus przewalskii","Passeriformes","Muscicapidae","Saxicola","maurus","przewalskii","Yes","No","No"
"8754",31511,"Saxicola torquatus rubicola","Passeriformes","Muscicapidae","Saxicola","torquatus","rubicola","Saxicola rubicola rubicola","Passeriformes","Muscicapidae","Saxicola","rubicola","rubicola","Yes","No","No"
"8755",31515,"Oenanthe bifasciata ","Passeriformes","Muscicapidae","Oenanthe","bifasciata","","Campicoloides bifasciatus ","Passeriformes","Muscicapidae","Campicoloides","bifasciatus","","Yes","No","No"
"8756",31519,"Cercomela schlegelii namaquensis","Passeriformes","Muscicapidae","Cercomela","schlegelii","namaquensis","Emarginata schlegelii namaquensis","Passeriformes","Muscicapidae","Emarginata","schlegelii","namaquensis","Yes","No","No"
"8757",31521,"Cercomela schlegelii pollux","Passeriformes","Muscicapidae","Cercomela","schlegelii","pollux","Emarginata schlegelii pollux","Passeriformes","Muscicapidae","Emarginata","schlegelii","pollux","Yes","No","No"
"8758",31534,"Cercomela sordida ernesti","Passeriformes","Muscicapidae","Cercomela","sordida","ernesti","Pinarochroa sordida ernesti","Passeriformes","Muscicapidae","Pinarochroa","sordida","ernesti","Yes","No","No"
"8759",31539,"Thamnolaea cinnamomeiventris cavernicola","Passeriformes","Muscicapidae","Thamnolaea","cinnamomeiventris","cavernicola","Thamnolaea cinnamomeiventris cavernicola","Passeriformes","Muscicapidae","Thamnolaea","cinnamomeiventris","cavernicola","No","No","No"
"8760",31542,"Thamnolaea cinnamomeiventris subrufipennis","Passeriformes","Muscicapidae","Thamnolaea","cinnamomeiventris","subrufipennis","Thamnolaea cinnamomeiventris subrufipennis","Passeriformes","Muscicapidae","Thamnolaea","cinnamomeiventris","subrufipennis","No","No","No"
"8761",31552,"Myrmecocichla aethiops cryptoleuca","Passeriformes","Muscicapidae","Myrmecocichla","aethiops","cryptoleuca","Myrmecocichla aethiops cryptoleuca","Passeriformes","Muscicapidae","Myrmecocichla","aethiops","cryptoleuca","No","No","No"
"8762",31554,"Myrmecocichla formicivora ","Passeriformes","Muscicapidae","Myrmecocichla","formicivora","","Myrmecocichla formicivora ","Passeriformes","Muscicapidae","Myrmecocichla","formicivora","","No","No","No"
"8763",31559,"Oenanthe monticola monticola","Passeriformes","Muscicapidae","Oenanthe","monticola","monticola","Myrmecocichla monticola monticola","Passeriformes","Muscicapidae","Myrmecocichla","monticola","monticola","Yes","No","No"
"8764",31561,"Myrmecocichla nigra ","Passeriformes","Muscicapidae","Myrmecocichla","nigra","","Myrmecocichla nigra ","Passeriformes","Muscicapidae","Myrmecocichla","nigra","","No","No","No"
"8765",31565,"Myrmecocichla arnotti leucolaema","Passeriformes","Muscicapidae","Myrmecocichla","arnotti","leucolaema","Myrmecocichla arnotti collaris","Passeriformes","Muscicapidae","Myrmecocichla","arnotti","collaris","Yes","No","No"
"8766",31567,"Myrmecocichla arnotti arnotti","Passeriformes","Muscicapidae","Myrmecocichla","arnotti","arnotti","Myrmecocichla arnotti arnotti","Passeriformes","Muscicapidae","Myrmecocichla","arnotti","arnotti","No","No","No"
"8767",31569,"Oenanthe oenanthe ","Passeriformes","Muscicapidae","Oenanthe","oenanthe","","Oenanthe oenanthe ","Passeriformes","Muscicapidae","Oenanthe","oenanthe","","No","No","No"
"8768",31571,"Oenanthe oenanthe oenanthe","Passeriformes","Muscicapidae","Oenanthe","oenanthe","oenanthe","Oenanthe oenanthe oenanthe","Passeriformes","Muscicapidae","Oenanthe","oenanthe","oenanthe","No","No","No"
"8769",31577,"Oenanthe pileata ","Passeriformes","Muscicapidae","Oenanthe","pileata","","Oenanthe pileata ","Passeriformes","Muscicapidae","Oenanthe","pileata","","No","No","No"
"8770",31585,"Oenanthe isabellina ","Passeriformes","Muscicapidae","Oenanthe","isabellina","","Oenanthe isabellina ","Passeriformes","Muscicapidae","Oenanthe","isabellina","","No","No","No"
"8771",31587,"Oenanthe bottae heuglini","Passeriformes","Muscicapidae","Oenanthe","bottae","heuglini","Oenanthe heuglinii ","Passeriformes","Muscicapidae","Oenanthe","heuglinii","","Yes","No","No"
"8772",31592,"Oenanthe deserti deserti","Passeriformes","Muscicapidae","Oenanthe","deserti","deserti","Oenanthe deserti deserti","Passeriformes","Muscicapidae","Oenanthe","deserti","deserti","No","No","No"
"8773",31603,"Myrmecocichla albifrons frontalis","Passeriformes","Muscicapidae","Myrmecocichla","albifrons","frontalis","Oenanthe albifrons frontalis","Passeriformes","Muscicapidae","Oenanthe","albifrons","frontalis","Yes","No","No"
"8774",31608,"Oenanthe oenanthe phillipsi","Passeriformes","Muscicapidae","Oenanthe","oenanthe","phillipsi","Oenanthe phillipsi ","Passeriformes","Muscicapidae","Oenanthe","phillipsi","","Yes","No","No"
"8775",31618,"Cercomela melanura airensis","Passeriformes","Muscicapidae","Cercomela","melanura","airensis","Oenanthe melanura airensis","Passeriformes","Muscicapidae","Oenanthe","melanura","airensis","Yes","No","No"
"8776",31621,"Cercomela familiaris falkensteini","Passeriformes","Muscicapidae","Cercomela","familiaris","falkensteini","Oenanthe familiaris falkensteini","Passeriformes","Muscicapidae","Oenanthe","familiaris","falkensteini","Yes","No","No"
"8777",31622,"Cercomela familiaris modesta","Passeriformes","Muscicapidae","Cercomela","familiaris","modesta","Oenanthe familiaris modesta","Passeriformes","Muscicapidae","Oenanthe","familiaris","modesta","Yes","No","No"
"8778",31625,"Cercomela familiaris galtoni","Passeriformes","Muscicapidae","Cercomela","familiaris","galtoni","Oenanthe familiaris galtoni","Passeriformes","Muscicapidae","Oenanthe","familiaris","galtoni","Yes","No","No"
"8779",31632,"Cercomela scotocerca turkana","Passeriformes","Muscicapidae","Cercomela","scotocerca","turkana","Oenanthe scotocerca turkana","Passeriformes","Muscicapidae","Oenanthe","scotocerca","turkana","Yes","No","No"
"8780",31636,"Cercomela fusca ","Passeriformes","Muscicapidae","Cercomela","fusca","","Oenanthe fusca ","Passeriformes","Muscicapidae","Oenanthe","fusca","","Yes","No","No"
"8781",31655,"Oenanthe leucopyga leucopyga","Passeriformes","Muscicapidae","Oenanthe","leucopyga","leucopyga","Oenanthe leucopyga leucopyga","Passeriformes","Muscicapidae","Oenanthe","leucopyga","leucopyga","No","No","No"
"8782",31666,"Oenanthe lugens vauriei","Passeriformes","Muscicapidae","Oenanthe","lugens","vauriei","Oenanthe lugubris vauriei","Passeriformes","Muscicapidae","Oenanthe","lugubris","vauriei","Yes","No","No"
"8783",31668,"Oenanthe lugens schalowi","Passeriformes","Muscicapidae","Oenanthe","lugens","schalowi","Oenanthe lugubris schalowi","Passeriformes","Muscicapidae","Oenanthe","lugubris","schalowi","Yes","No","No"
"8784",31673,"Cinclus cinclus aquaticus","Passeriformes","Cinclidae","Cinclus","cinclus","aquaticus","Cinclus cinclus aquaticus","Passeriformes","Cinclidae","Cinclus","cinclus","aquaticus","No","No","No"
"8785",31685,"Cinclus pallasii tenuirostris","Passeriformes","Cinclidae","Cinclus","pallasii","tenuirostris","Cinclus pallasii tenuirostris","Passeriformes","Cinclidae","Cinclus","pallasii","tenuirostris","No","No","No"
"8786",31689,"Cinclus mexicanus unicolor","Passeriformes","Cinclidae","Cinclus","mexicanus","unicolor","Cinclus mexicanus unicolor","Passeriformes","Cinclidae","Cinclus","mexicanus","unicolor","No","No","No"
"8787",31694,"Cinclus leucocephalus ","Passeriformes","Cinclidae","Cinclus","leucocephalus","","Cinclus leucocephalus ","Passeriformes","Cinclidae","Cinclus","leucocephalus","","No","No","No"
"8788",31696,"Cinclus leucocephalus leuconotus","Passeriformes","Cinclidae","Cinclus","leucocephalus","leuconotus","Cinclus leucocephalus leuconotus","Passeriformes","Cinclidae","Cinclus","leucocephalus","leuconotus","No","No","No"
"8789",31704,"Chloropsis sonnerati ","Passeriformes","Irenidae","Chloropsis","sonnerati","","Chloropsis sonnerati ","Passeriformes","Chloropseidae","Chloropsis","sonnerati","","No","Yes","No"
"8790",31722,"Chloropsis cochinchinensis ","Passeriformes","Irenidae","Chloropsis","cochinchinensis","","Chloropsis cochinchinensis ","Passeriformes","Chloropseidae","Chloropsis","cochinchinensis","","No","Yes","No"
"8791",31725,"Chloropsis cochinchinensis jerdoni","Passeriformes","Irenidae","Chloropsis","cochinchinensis","jerdoni","Chloropsis jerdoni ","Passeriformes","Chloropseidae","Chloropsis","jerdoni","","Yes","Yes","No"
"8792",31727,"Chloropsis aurifrons ","Passeriformes","Irenidae","Chloropsis","aurifrons","","Chloropsis aurifrons ","Passeriformes","Chloropseidae","Chloropsis","aurifrons","","No","Yes","No"
"8793",31728,"Chloropsis aurifrons aurifrons","Passeriformes","Irenidae","Chloropsis","aurifrons","aurifrons","Chloropsis aurifrons aurifrons","Passeriformes","Chloropseidae","Chloropsis","aurifrons","aurifrons","No","Yes","No"
"8794",31729,"Chloropsis aurifrons frontalis","Passeriformes","Irenidae","Chloropsis","aurifrons","frontalis","Chloropsis aurifrons frontalis","Passeriformes","Chloropseidae","Chloropsis","aurifrons","frontalis","No","Yes","No"
"8795",31733,"Chloropsis aurifrons incompta","Passeriformes","Irenidae","Chloropsis","aurifrons","incompta","Chloropsis aurifrons incompta","Passeriformes","Chloropseidae","Chloropsis","aurifrons","incompta","No","Yes","No"
"8796",31734,"Chloropsis aurifrons media","Passeriformes","Irenidae","Chloropsis","aurifrons","media","Chloropsis media","Passeriformes","Chloropseidae","Chloropsis","media","media","Yes","Yes","No"
"8797",31736,"Chloropsis hardwickei ","Passeriformes","Irenidae","Chloropsis","hardwickei","","Chloropsis hardwickii ","Passeriformes","Chloropseidae","Chloropsis","hardwickii","","Yes","Yes","No"
"8798",31737,"Chloropsis hardwickei hardwickei","Passeriformes","Irenidae","Chloropsis","hardwickei","hardwickei","Chloropsis hardwickii hardwickii","Passeriformes","Chloropseidae","Chloropsis","hardwickii","hardwickii","Yes","Yes","No"
"8799",31757,"Prionochilus plateni plateni","Passeriformes","Dicaeidae","Prionochilus","plateni","plateni","Prionochilus plateni plateni","Passeriformes","Dicaeidae","Prionochilus","plateni","plateni","No","No","No"
"8800",31766,"Dicaeum agile agile","Passeriformes","Dicaeidae","Dicaeum","agile","agile","Dicaeum agile agile","Passeriformes","Dicaeidae","Dicaeum","agile","agile","No","No","No"
"8801",31769,"Dicaeum agile modestum","Passeriformes","Dicaeidae","Dicaeum","agile","modestum","Dicaeum agile modestum","Passeriformes","Dicaeidae","Dicaeum","agile","modestum","No","No","No"
"8802",31785,"Dicaeum chrysorrheum chrysochlore","Passeriformes","Dicaeidae","Dicaeum","chrysorrheum","chrysochlore","Dicaeum chrysorrheum chrysochlore","Passeriformes","Dicaeidae","Dicaeum","chrysorrheum","chrysochlore","No","No","No"
"8803",31785,"Dicaeum chrysorrheum chrysoclore","Passeriformes","Dicaeidae","Dicaeum","chrysorrheum","chrysoclore","Dicaeum chrysorrheum chrysochlore","Passeriformes","Dicaeidae","Dicaeum","chrysorrheum","chrysochlore","Yes","No","No"
"8804",31787,"Dicaeum melanoxanthum ","Passeriformes","Dicaeidae","Dicaeum","melanoxanthum","","Dicaeum melanozanthum ","Passeriformes","Dicaeidae","Dicaeum","melanozanthum","","Yes","No","No"
"8805",31801,"Dicaeum bicolor inexpectatum","Passeriformes","Dicaeidae","Dicaeum","bicolor","inexpectatum","Dicaeum bicolor inexpectatum","Passeriformes","Dicaeidae","Dicaeum","bicolor","inexpectatum","No","No","No"
"8806",31805,"Dicaeum australe australe","Passeriformes","Dicaeidae","Dicaeum","australe","australe","Dicaeum australe ","Passeriformes","Dicaeidae","Dicaeum","australe","","Yes","No","No"
"8807",31818,"Dicaeum trigonostigma xanthopygium","Passeriformes","Dicaeidae","Dicaeum","trigonostigma","xanthopygium","Dicaeum trigonostigma xanthopygium","Passeriformes","Dicaeidae","Dicaeum","trigonostigma","xanthopygium","No","No","No"
"8808",31832,"Dicaeum hypoleucum obscurum","Passeriformes","Dicaeidae","Dicaeum","hypoleucum","obscurum","Dicaeum hypoleucum obscurum","Passeriformes","Dicaeidae","Dicaeum","hypoleucum","obscurum","No","No","No"
"8809",31838,"Dicaeum erythrorhynchos erythrorhynchos","Passeriformes","Dicaeidae","Dicaeum","erythrorhynchos","erythrorhynchos","Dicaeum erythrorhynchos erythrorhynchos","Passeriformes","Dicaeidae","Dicaeum","erythrorhynchos","erythrorhynchos","No","No","No"
"8810",31843,"Dicaeum concolor olivaceum","Passeriformes","Dicaeidae","Dicaeum","concolor","olivaceum","Dicaeum minullum olivaceum","Passeriformes","Dicaeidae","Dicaeum","minullum","olivaceum","Yes","No","No"
"8811",31854,"Dicaeum pygmaeum pygmaeum","Passeriformes","Dicaeidae","Dicaeum","pygmaeum","pygmaeum","Dicaeum pygmaeum pygmaeum","Passeriformes","Dicaeidae","Dicaeum","pygmaeum","pygmaeum","No","No","No"
"8812",31875,"Dicaeum pectorale rubrocoronatum","Passeriformes","Dicaeidae","Dicaeum","pectorale","rubrocoronatum","Dicaeum geelvinkianum rubrocoronatum","Passeriformes","Dicaeidae","Dicaeum","geelvinkianum","rubrocoronatum","Yes","No","No"
"8813",31881,"Dicaeum eximium layardorum","Passeriformes","Dicaeidae","Dicaeum","eximium","layardorum","Dicaeum eximium layardorum","Passeriformes","Dicaeidae","Dicaeum","eximium","layardorum","No","No","No"
"8814",31900,"Dicaeum hirundinaceum hirundinaceum","Passeriformes","Dicaeidae","Dicaeum","hirundinaceum","hirundinaceum","Dicaeum hirundinaceum hirundinaceum","Passeriformes","Dicaeidae","Dicaeum","hirundinaceum","hirundinaceum","No","No","No"
"8815",31915,"Dicaeum ignipectus ignipectus","Passeriformes","Dicaeidae","Dicaeum","ignipectus","ignipectus","Dicaeum ignipectus ignipectus","Passeriformes","Dicaeidae","Dicaeum","ignipectus","ignipectus","No","No","No"
"8816",31935,"Dicaeum cruentatum cruentatum","Passeriformes","Dicaeidae","Dicaeum","cruentatum","cruentatum","Dicaeum cruentatum cruentatum","Passeriformes","Dicaeidae","Dicaeum","cruentatum","cruentatum","No","No","No"
