LACM,Collector,Taxon,Family,Order,Field,Sex,LAF,Age,SpecNat,Measurements,Gonads,Weight,Date,Year,Locality
122089,CALIFORNIA WILDLIFE CENTER,Sayornis nigricans semiatra : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,19-3429,F,9343,,SS,,OVARY = 3 X 1; SMOOTH,14.6,10/3/2019,2019,4100 BLOCK BECK AVE : STUDIO CITY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122090,CALIFORNIA WILDLIFE CENTER,Sayornis nigricans semiatra : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,19-3664,F,9335,,SS,,OVARY = 2 X 1,,,2019,6200 BLOCK KLUMP AVE : NORTH HOLLYWOOD : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122091,CALIFORNIA WILDLIFE CENTER,Empidonax difficilis difficilis : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,19-3499,F,9333,,SS,,OVARY = 2 X 1.5; SMOOTH,10.5,10/12/2019,2019,5500 BLOCK STRAND : EL SEGUNDO : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122092,CALIFORNIA WILDLIFE CENTER,Troglodytes aedon parkmanii : Troglodytidae : Passeriformes - Subspecies,Troglodytidae,Passeriformes,19-3330,U,9338,,SS,,POSSIBLE SMALL OVARY,8.3,9/20/2019,2019,27000 BLOCK SEA VISTA DR : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122093,CALIFORNIA WILDLIFE CENTER,Sialia mexicana occidentalis : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,20-0071,M,9330,,SS,,L+R TESTES = 2 X 1,21.4,1/17/2020,2020,5800 BLOCK TELEGRAPH RD : CITY OF COMMERCE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122094,CALIFORNIA WILDLIFE CENTER,Catharus guttatus guttatus : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,19-3688,F,9337,,SS,,OVARY = 5.0 X 2.5; SMOOTH,25.5,11/16/2019,2019,500 BLOCK MOUNTAIN GREEN DR : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122095,CALIFORNIA WILDLIFE CENTER,Passerina amoena : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,19-1303,M,9336,,SS,,,16.3,5/15/2019,2019,12500 BLOCK YERBA BUENA RD : SANTA MONICA MTNS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122096,CALIFORNIA WILDLIFE CENTER,Aphelocoma californica obscura : Corvidae : Passeriformes - Subspecies,Corvidae,Passeriformes,20-0273,M,9332,,SS,,LT = 12 X 7; RT = 8 X 5,76,2/27/2020,2020,AGOURA RD AT LIBERTY CANYON RD : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122098,CALIFORNIA WILDLIFE CENTER,Dendroica coronata auduboni : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,19-3637,F,9342,,SS,,OVARY = 2 X 1; SMOOTH,12.3,11/6/2019,2019,6600 BLOCK OAK SPRINGS DR : OAK PARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122075,CALIFORNIA WILDLIFE CENTER,Contopus sordidulus saturatus : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,19-3414,U,9313,,SS,W = 79,,,10/3/2019,2019,VENTURA BLVD AT LAUREL CANYON BLVD : STUDIO CITY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122079,CALIFORNIA WILDLIFE CENTER,Melanerpes formicivorus bairdi : Picidae : Piciformes - Subspecies,Picidae,Piciformes,19-3104,M,9323,,SS,,"LT = 4 X 1.5; RT = 3 X 2, BOTH PALE",72,8/28/2019,2019,BROOKSIDE GOLF COURSE : PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122080,CALIFORNIA WILDLIFE CENTER,Tyrannus vociferans : Tyrannidae : Passeriformes - Species,Tyrannidae,Passeriformes,19-3439,F,9320,,SS,,"OVARY = 6 X 2, GRANULAR",40,11/15/2019,2019,VENTURA BLVD : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122081,CALIFORNIA WILDLIFE CENTER,Aix sponsa : Anatidae : Anseriformes - Species,Anatidae,Anseriformes,19-3814,M,9325,,SS,,LT = 12 X 10; RT = 10 X 2,370,12/20/2019,2019,SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121869,CALIFORNIA WILDLIFE CENTER,Carduelis pinus pinus : Fringillidae : Passeriformes - Subspecies,Fringillidae,Passeriformes,13-0025,M,,,SN,W = 72,L + R T = 1 X 1,,1/8/2013,2013,"AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 7 46.929 N, 118 46 28.330 W"
122113,CALIFORNIA WILDLIFE CENTER,Regulus calendula cineraceus : Regulidae : Passeriformes - Subspecies,Regulidae,Passeriformes,19-3661,M,9360,,SS,,,5.2,11/11/2019,2019,COUNTRYWOOD DR AT BROADWAY : MOORPARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122116,CALIFORNIA WILDLIFE CENTER,Bombycilla cedrorum : Bombycillidae : Passeriformes - Species,Bombycillidae,Passeriformes,19-0580,F,9359,,SS,,OVARY = 6 X 3; GRANULAR,28.7,3/25/2019,2019,WEST LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122043,CALIFORNIA WILDLIFE CENTER,Porzana carolina : Rallidae : Gruiformes - Species,Rallidae,Gruiformes,19-3477,F,9288,,SS,,"OVARY = 9 X 4, SMOOTH",81,10/12/2019,2019,200 BLK ISABEL : GLENDALE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122102,CALIFORNIA WILDLIFE CENTER,Turdus migratorius propinquus : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,20-0036,M,9356,,SS,,L&RT = 2.5 X 1.5; YELLOWISH,54.1,2/5/2020,2020,CALLE LAREDO AT CALLE ARROYO : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122103,CALIFORNIA WILDLIFE CENTER,Catharus guttatus guttatus : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,19-3810,M,9351,,SS,,L&RT = 1.5 X 1.0; BLACK,22.9,1/27/2020,2020,200 BLOCK SEQUOIA COURT : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122104,CALIFORNIA WILDLIFE CENTER,Catharus guttatus guttatus : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,19-3640,M,9355,,SS,,L&RT = 1.5 X 1.0; BLACK,22,11/12/2019,2019,24800 BLOCK PIUMA RD : MALIBU CANYON : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122105,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii californicus : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,19-3566,M,9344,,SS,,LT = 2.5 X 1.5; RT = 2.0 X 1.5,43.6,8/27/2019,2019,2ND ST AT MONTANA AVE : SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122107,CALIFORNIA WILDLIFE CENTER,Melospiza melodia cooperi : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,20-0084,M,9350,,SS,,L&RT = 2 X 1,17.8,1/23/2020,2020,300 BLOCK ST. PIERRE RD : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122108,CALIFORNIA WILDLIFE CENTER,Petrochelidon pyrrhonota ssp : Hirundinidae : Passeriformes - Subspecies,Hirundinidae,Passeriformes,19-2251,F,9345,,SS,,OVARY = 2 X 1; SMOOTH,15.6,7/30/2019,2019,30700 BLOCK PASSAGEWAY PL : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122109,CALIFORNIA WILDLIFE CENTER,Troglodytes aedon parkmanii : Troglodytidae : Passeriformes - Subspecies,Troglodytidae,Passeriformes,19-2970,U,9346,,SS,,,,8/15/2019,2019,14300 BLOCK ROBLAR PL : SHERMAN OAKS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122110,CALIFORNIA WILDLIFE CENTER,Geothlypis trichas scirpicola : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,19-3415,U,9353,,SS,,,7.7,10/2/2019,2019,RESEDA BLVD AT SATICOY ST : RESEDA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122112,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii ssp : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,19-3512,F,9368,,SS,,OVARY = 5 X 5; GRANULAR,45.5,10/16/2019,2019,6800 BLOCK LANKERSHIM BLVD : PANORAMA CITY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122042,CALIFORNIA WILDLIFE CENTER,Porzana carolina : Rallidae : Gruiformes - Species,Rallidae,Gruiformes,19-0854,M,9291,,SS,,,42,4/16/2019,2019,18600 BLK DEARBORN ST : NORTHRIDGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122024,CALIFORNIA WILDLIFE CENTER,Bombycilla cedrorum : Bombycillidae : Passeriformes - Species,Bombycillidae,Passeriformes,16-130,F,9270,,SN,,"OVARY = 4 X 2, SMOOTH",,2/7/2016,2016,MISSOURI AVE AT SEPULVEDA BLVD : WEST LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122025,CALIFORNIA WILDLIFE CENTER,Bombycilla cedrorum : Bombycillidae : Passeriformes - Species,Bombycillidae,Passeriformes,15-3890,F,9271,,SN,W = 92,"OVARY = 4.0 X 2.5, SMOOTH",,12/14/2015,2015,6500 BLK MAPLE GROVE ST : OAK PARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122041,CALIFORNIA WILDLIFE CENTER,Lophodytes cucullatus : Anatidae : Anseriformes - Species,Anatidae,Anseriformes,19-3687,F,9281,,FB,C = 38.6; W =190; TAIL = 90,OVARY = 15 X 6; LARGEST FOLLICLE=  2.5,400,11/17/2019,2019,LANKERSHIM N OF VANOWEN : NORTH HOLLYWOOD : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122044,CALIFORNIA WILDLIFE CENTER,Falco columbarius ssp : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,19-3738,M,9282,,SS,,LT = 2 X 2,150,11/27/2019,2019,700 BLK CALLE FRESNO : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122045,CALIFORNIA WILDLIFE CENTER,Toxostoma redivivum redivivum : Mimidae : Passeriformes - Subspecies,Mimidae,Passeriformes,19-0579,M,9292,,SS,,L+RT = 9 X 5,63,3/26/2019,2019,
122046,CALIFORNIA WILDLIFE CENTER,Toxostoma redivivum redivivum : Mimidae : Passeriformes - Subspecies,Mimidae,Passeriformes,19-3558,M,9290,,SS,,LT = 2.5 X 1.5; RT = 2 X 1,84.3,10/24/2019,2019,LAS VIRGENES RD : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122054,CALIFORNIA WILDLIFE CENTER,Bombycilla cedrorum : Bombycillidae : Passeriformes - Species,Bombycillidae,Passeriformes,14-3702,F,,,SN,W = 92,OVARY = 4.5 X 2.5; GRANULAR,,12/9/2014,2014,"ENCINO : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 10 2.545 N, 118 29 52.859 W"
122058,CALIFORNIA WILDLIFE CENTER,Ceryle alcyon caurina : Alcedinidae : Coraciiformes - Subspecies,Alcedinidae,Coraciiformes,19-2864,M,9301,,SS,,L+RT = 3 X 1,146,8/5/2019,2019,"SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 0 30.638 N, 118 29 54.287 W"
122059,CALIFORNIA WILDLIFE CENTER,Colaptes auratus ssp : Picidae : Piciformes - Subspecies,Picidae,Piciformes,19-3724,M,9296,,SS,,"LT = 4.5 X 1, BLACK; RT = 3 X 1, PALE",115,11/24/2019,2019,11700 BLK LAUREL CREST DR : STUDIO CITY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122060,CALIFORNIA WILDLIFE CENTER,Falco columbarius columbarius : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,19-3728,F,9295,,SS,,L OVARY = 9 X 5; R OVARY = 5 X 3,196,12/5/2019,2019,12700 BLK GLENOAKS BLVD : SYLMAR : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122061,CALIFORNIA WILDLIFE CENTER,Sitta carolinensis aculeata : Sittidae : Passeriformes - Subspecies,Sittidae,Passeriformes,19-3145,F,9299,,SS,W = 84,"OVARY = 3.5 X 1.5, SMOOTH",15,9/1/2019,2019,1600 BLK TIBURON CT : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122062,CALIFORNIA WILDLIFE CENTER,Passerella iliaca unalaschcensis : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,19-3591,F,9304,,SS,,OVARY = 4.5 X 1.5,,10/30/2019,2019,14800 BLK MARQUETTE ST : MOORPARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121800,CALIFORNIA WILDLIFE CENTER,Carduelis psaltria hesperophila : Fringillidae : Passeriformes - Subspecies,Fringillidae,Passeriformes,18-4143,M,9173,,SS,,T=1X1,7.2,12/11/2018,2018,15OO BLOCK GENE AVE : SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121245,CALIFORNIA WILDLIFE CENTER,Carduelis psaltria hesperophila : Fringillidae : Passeriformes - Subspecies,Fringillidae,Passeriformes,18-3127,U,9083,,SS,,NOT FOUND,6.4,7/31/2018,2018,23400 BLOCK PARK HERMOSA : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120323,CALIFORNIA WILDLIFE CENTER,Ceryle alcyon caurina : Alcedinidae : Coraciiformes - Subspecies,Alcedinidae,Coraciiformes,15-3072,F,8425,,SS,,OV=6X3,,8/31/2015,2015,22500 BLK JEFFERY MARIE CT : CHATSWORTH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122115,CALIFORNIA WILDLIFE CENTER,Vireo gilvus swainsonii : Vireonidae : Passeriformes - Subspecies,Vireonidae,Passeriformes,18-3884,M,9357,,SS,,L&RT = 1 X 1,11.8,10/16/2018,2018,20400 BLOCK LITTLE ROCK WAY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122114,CALIFORNIA WILDLIFE CENTER,Dendroica petechia ssp : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,19-3526,F,9370,,SS,,OVARY = 3.0 X 1.5; SMOOTH,7.2,10/19/2019,2019,"CROSS CREEK RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
122178,CALIFORNIA WILDLIFE CENTER,Oxyura jamaicensis rubida : Anatidae : Anseriformes - Subspecies,Anatidae,Anseriformes,19-3627,F,9443,,SS,,"OVARY = 14 X 6, FINE GRANULAR",555,11/5/2019,2019,MACARTHUR PARK : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122306,CALIFORNIA WILDLIFE CENTER,Catharus guttatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,20-3485,F,9529,,SN,W = 81,"OVARY 5.0 X 2.5, SMOOTH",22.6,11/29/2020,2020,28800 BLOCK VIA VENEZIA : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122201,CALIFORNIA WILDLIFE CENTER,Sialia mexicana occidentalis : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,20-3295,M,9513,,SS,,"L TESTIS 2.0 X 1.5, BLACK",18.6,10/29/2020,2020,3600 BLOCK STONE CANYON AVE : SHERMAN OAKS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122208,CALIFORNIA WILDLIFE CENTER,Pheucticus melanocephalus maculatus : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,20-3009,F,9494,,SS,,"OVARY 3.0 X 1.5, SMOOTH",48.5,9/25/2020,2020,800 BLOCK LAWRENCE DR : NEWBURY PARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122209,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii ssp : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,20-3417,M,9527,,SS,,L + R TESTES = 2.5 X 1.5,,11/20/2020,2020,6300 BLOCK RIGGS PL : WESTCHESTER : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122211,CALIFORNIA WILDLIFE CENTER,Junco hyemalis thurberi : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,20-3426,F,9526,,SS,,"OVARY 5 X 2, SMOOTH",15,11/19/2020,2020,3600 BLOCK PALOMINO : ROLLING HILLS ESTATES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122215,CALIFORNIA WILDLIFE CENTER,Fulica americana americana : Rallidae : Gruiformes - Subspecies,Rallidae,Gruiformes,20-3481,M,9522,,SS,,"L + R TESTES = 6 X 2, PALE",455,11/28/2020,2020,5700 BLOCK NOBLE AVE : SHERMAN OAKS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122218,CALIFORNIA WILDLIFE CENTER,Asio flammeus flammeus : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,20-3193,M,9534,,SS,,L + R TESTES = 5 X 2,286,10/18/2020,2020,11500 BLOCK WOODLEY AVE : GRANADA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122222,CALIFORNIA WILDLIFE CENTER,Catharus guttatus guttatus : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,20-3252,U,9536,,SS,W = 84,,14.9,10/25/2020,2020,1600 BLOCK MEADOW END DR : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122177,CALIFORNIA WILDLIFE CENTER,Accipiter cooperii : Accipitridae : Falconiformes - Species,Accipitridae,Accipitriformes,20-2154,M,9449,,SS,W = 221; TAIL = 193,L + RT = 5.0 X 1.5,255,9/3/2020,2020,25400 BLOCK VIA ESCOVAR : VALENCIA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122176,CALIFORNIA WILDLIFE CENTER,Bubo virginianus pacificus : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,20-3068,M,9445,,SS,,LT = 6 X 2; RT = 4.O X 1.5,748,10/3/2020,2020,31700 BLOCK BAINBROOK COURT : WESTLAKE VILLAGE : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122164,CALIFORNIA WILDLIFE CENTER,Butorides virescens anthonyi : Ardeidae : Ciconiiformes - Subspecies,Ardeidae,Pelecaniformes,20-0696,M,9420,,SS,,"LT = 16 X 7; RT = 15 X 8, PALE",190,4/21/2020,2020,100 BLOCK WEST WILLOWBRAE AVE : CHATSWORTH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122194,CALIFORNIA WILDLIFE CENTER,Athene cunicularia hypugaea : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,20-3566,M,9519,,SS,,LT = 3.0 X 1.5; RT = 2.5 X 1.0,114.8,12/16/2020,2020,4500 BLOCK WEST EMPIRE AVE : BURBANK : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122163,CALIFORNIA WILDLIFE CENTER,Falco columbarius columbarius : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,20-0429,U,9417,,SS,,,126,3/19/2020,2020,"VIC E SAN FERNANDO VALLEY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 15 36.19 N, 118 22 44.612 W"
123839,CALIFORNIA WILDLIFE CENTER,Athene cunicularia hypugaea : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,21-3485,F,9765,,SS,WS=580,OVARY = 9 X 3; OVA MINUTE; OVIDUCT STRAIGHT <1MM,94.3,11/5/2021,2021,RANCHO PARK : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122152,CALIFORNIA WILDLIFE CENTER,Colaptes auratus collaris : Picidae : Piciformes - Subspecies,Picidae,Piciformes,19-3764,F,9300,,SN,C=32.1; W=158,OVARY = 6 X 5,,12/6/2019,2019,1900 BLK STONESGATE ST : WESTLAKE VILLAGE : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
123853,CALIFORNIA WILDLIFE CENTER,Regulus calendula : Regulidae : Passeriformes - Species,Regulidae,Passeriformes,22-3497,U,9788,,SW,WS=166,NOT FOUND,4.49,11/18/2022,2022,WESTLAKE BLVD AND AGOURA RD : WESTLAKE VILLAGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
123854,CALIFORNIA WILDLIFE CENTER,Setophaga coronata : Parulidae : Passeriformes - Species,Parulidae,Passeriformes,22-3493,M,9789,,SW,WS=232,L + R TESTES = 1 X 1,9.23,11/14/2022,2022,3900 BLOCK LAUREL CANYON BLVD : STUDIO CITY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122161,CALIFORNIA WILDLIFE CENTER,Thalasseus maximus maximus : Laridae : Charadriiformes - Subspecies,Laridae,Charadriiformes,20-1262,M,9414,,SS,,,408,5/27/2020,2020,"MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
122153,CALIFORNIA WILDLIFE CENTER,Euphagus cyanocephalus : Icteridae : Passeriformes - Species,Icteridae,Passeriformes,19-3181,F,9366,,SN,W = 106,"OVARY 5 X 3, SMOOTH",,9/4/2019,2019,600 BLOCK WEST AVENUE L : LANCASTER : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120642,CALIFORNIA WILDLIFE CENTER,Porzana carolina : Rallidae : Gruiformes - Species,Rallidae,Gruiformes,16-3099,F,8600,,SS,,"OV=8X2, SMOOTH",44.3,8/28/2016,2016,VIC W SAN FERNANDO VALLEY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120637,CALIFORNIA WILDLIFE CENTER,Athene cunicularia hypugaea : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,16-3480,M,8602,,SS,,LT=3.5X2; RT=3X1,113,10/17/2016,2016,9000 BLK FARM ST : DOWNEY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120657,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii californicus : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,16-3529,M,8606,,SS,,L+R T=2X1,50,10/20/2016,2016,PEPPERDINE UNIV : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120641,CALIFORNIA WILDLIFE CENTER,Mimus polyglottos leucopterus : Mimidae : Passeriformes - Subspecies,Mimidae,Passeriformes,16-3700,F,8604,,SS,,"OV=6X1.5, SMOOTH",27.5,11/28/2016,2016,5400 BLOCK ROZIE AVE : WOODLAND HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120638,CALIFORNIA WILDLIFE CENTER,Asio otus wilsonianus : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,16-3724,F,8596,,SS,,"OV=12X6, GRANULAR; L FOLL=1MM",290,12/1/2016,2016,900 BLK N LOS LIONES : PACIFIC PALISADES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120358,CALIFORNIA WILDLIFE CENTER,Athene cunicularia hypugaea : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,15-3631,F,8471,,SS,,"OV=11X4, SMOOTH",122,11/16/2015,2015,E WINTER ST : BOYLE HEIGHTS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120361,CALIFORNIA WILDLIFE CENTER,Ceryle alcyon caurina : Alcedinidae : Coraciiformes - Subspecies,Alcedinidae,Coraciiformes,15-3541,F,8477,,SS,,"OV=11X4, GRANULAR",153,12/19/2015,2015,3200 BLK MOTOR AVE : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120364,CALIFORNIA WILDLIFE CENTER,Melanerpes formicivorus bairdi : Picidae : Piciformes - Subspecies,Picidae,Piciformes,15-3682,F,8479,,FB,C=27.4; W=140; T=22.2; TAIL=9,"OV=7X4, GRANULAR",79.3,11/4/2015,2015,DECKER CYN : WESTLAKE VILLAGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120375,CALIFORNIA WILDLIFE CENTER,Dendroica coronata audoboni : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,15-3943,U,8494,,SS,,LT=~2.0X1.5,9,12/31/2015,2015,700 BLK ROBINSON ST : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120376,CALIFORNIA WILDLIFE CENTER,Catharus ustulatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,15-3501,F,8481,,SS,,"OV=2.0X1.5, SMOOTH",26.7,10/14/2015,2015,1600 BLK N CORONADO ST : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120404,CALIFORNIA WILDLIFE CENTER,Carduelis psaltria hesperophila : Fringillidae : Passeriformes - Subspecies,Fringillidae,Passeriformes,14-0764,M,8326,,SN,C=8.7; W=65; T=9.0; TAIL=45,L+R T=6X6,12,4/13/2014,2014,24O0 BLK HILL ST : SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120405,CALIFORNIA WILDLIFE CENTER,Zonotrichia leucophrys gambelii : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,14-0539,U,8319,,SN,C=8.1; W=80; TAIL=81,NOT FOUND,22,4/3/2014,2014,4400 BLK CONCHITA WAY : TARZANA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120407,CALIFORNIA WILDLIFE CENTER,Wilsonia pusilla ssp : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,14-1426,F,,,SN,W=55,"OV=3X1.5, SMOOTH",5.2,5/17/2014,2014,11300 BLK GAVIOTA AVE : GRANADA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
